observation_key,provider_key,product_code,week_ending,trx_count,nrx_count,sales_units,version_no
OBS-26-4-0,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-07-05,32,10,64,1
OBS-26-4-1,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-07-12,8,2,16,1
OBS-26-4-2,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-07-19,32,10,64,1
OBS-26-4-3,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-07-26,8,2,16,1
OBS-26-4-4,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-08-02,24,8,48,1
OBS-26-4-5,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-08-09,4,1,8,1
OBS-26-4-6,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-08-16,31,10,62,1
OBS-26-4-7,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-08-23,33,11,66,1
OBS-26-4-8,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-08-30,31,10,62,1
OBS-26-4-9,IQ_e14d919e7ea858,IQ_3724bf97128d1c,2026-09-06,13,4,26,1
OBS-27-1-0,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-07-05,19,6,38,1
OBS-27-1-1,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-07-12,19,6,38,1
OBS-27-1-2,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-07-19,33,11,66,1
OBS-27-1-3,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-07-26,18,6,36,1
OBS-27-1-4,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-08-02,2,0,4,1
OBS-27-1-5,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-08-09,11,3,22,1
OBS-27-1-6,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-08-16,8,2,16,1
OBS-27-1-7,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-08-23,8,2,16,1
OBS-27-1-8,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-08-30,37,12,74,1
OBS-27-1-9,IQ_51aeb27d07be6b,IQ_cba8d4f6c70cb8,2026-09-06,12,4,24,1
OBS-27-2-0,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-07-05,33,11,66,1
OBS-27-2-1,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-07-12,36,12,72,1
OBS-27-2-2,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-07-19,38,12,76,1
OBS-27-2-3,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-07-26,6,2,12,1
OBS-27-2-4,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-08-02,25,8,50,1
OBS-27-2-5,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-08-09,15,5,30,1
OBS-27-2-6,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-08-16,5,1,10,1
OBS-27-2-7,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-08-23,26,8,52,1
OBS-27-2-8,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-08-30,13,4,26,1
OBS-27-2-9,IQ_51aeb27d07be6b,IQ_d19e228b25b7ab,2026-09-06,36,12,72,1
OBS-27-3-0,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-07-05,25,8,50,1
OBS-27-3-1,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-07-12,23,7,46,1
OBS-27-3-2,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-07-19,12,4,24,1
OBS-27-3-3,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-07-26,7,2,14,1
OBS-27-3-4,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-02,25,8,50,1
OBS-27-3-5,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-09,18,6,36,1
OBS-27-3-6,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-16,11,3,22,1
OBS-27-3-7,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-23,2,0,4,1
OBS-27-3-8,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-30,12,4,24,1
OBS-27-3-9,IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-09-06,6,2,12,1
OBS-27-4-0,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-07-05,16,5,32,1
OBS-27-4-1,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-07-12,35,11,70,1
OBS-27-4-2,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-07-19,13,4,26,1
OBS-27-4-3,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-07-26,11,3,22,1
OBS-27-4-4,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-08-02,20,6,40,1
OBS-27-4-5,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-08-09,2,0,4,1
OBS-27-4-6,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-08-16,32,10,64,1
OBS-27-4-7,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-08-23,14,4,28,1
OBS-27-4-8,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-08-30,16,5,32,1
OBS-27-4-9,IQ_51aeb27d07be6b,IQ_3724bf97128d1c,2026-09-06,8,2,16,1
OBS-28-1-0,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-07-05,19,6,38,1
OBS-28-1-1,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-07-12,21,7,42,1
OBS-28-1-2,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-07-19,25,8,50,1
OBS-28-1-3,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-07-26,36,12,72,1
OBS-28-1-4,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-08-02,3,1,6,1
OBS-28-1-5,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-08-09,6,2,12,1
OBS-28-1-6,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-08-16,16,5,32,1
OBS-28-1-7,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-08-23,1,0,2,1
OBS-28-1-8,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-08-30,2,0,4,1
OBS-28-1-9,IQ_93d35e630ae6a9,IQ_cba8d4f6c70cb8,2026-09-06,37,12,74,1
OBS-28-2-0,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-07-05,21,7,42,1
OBS-28-2-1,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-07-12,12,4,24,1
OBS-28-2-2,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-07-19,20,6,40,1
OBS-28-2-3,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-07-26,16,5,32,1
OBS-28-2-4,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-08-02,3,1,6,1
OBS-28-2-5,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-08-09,30,10,60,1
OBS-28-2-6,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-08-16,17,5,34,1
OBS-28-2-7,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-08-23,36,12,72,1
OBS-28-2-8,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-08-30,11,3,22,1
OBS-28-2-9,IQ_93d35e630ae6a9,IQ_d19e228b25b7ab,2026-09-06,13,4,26,1
OBS-28-3-0,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-07-05,32,10,64,1
OBS-28-3-1,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-07-12,15,5,30,1
OBS-28-3-2,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-07-19,27,9,54,1
OBS-28-3-3,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-07-26,37,12,74,1
OBS-28-3-4,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-08-02,5,1,10,1
OBS-28-3-5,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-08-09,14,4,28,1
OBS-28-3-6,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-08-16,38,12,76,1
OBS-28-3-7,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-08-23,2,0,4,1
OBS-28-3-8,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-08-30,30,10,60,1
OBS-28-3-9,IQ_93d35e630ae6a9,IQ_48c377d7d5a68d,2026-09-06,6,2,12,1
OBS-28-4-0,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-07-05,13,4,26,1
OBS-28-4-1,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-07-12,2,0,4,1
OBS-28-4-2,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-07-19,33,11,66,1
OBS-28-4-3,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-07-26,5,1,10,1
OBS-28-4-4,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-02,18,6,36,1
OBS-28-4-5,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-09,25,8,50,1
OBS-28-4-6,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-16,26,8,52,1
OBS-28-4-7,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-23,21,7,42,1
OBS-28-4-8,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-30,13,4,26,1
OBS-28-4-9,IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-09-06,17,5,34,1
OBS-29-1-0,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-07-05,25,8,50,1
OBS-29-1-1,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-07-12,39,13,78,1
OBS-29-1-2,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-07-19,26,8,52,1
OBS-29-1-3,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-07-26,14,4,28,1
OBS-29-1-4,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-02,5,1,10,1
OBS-29-1-5,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-09,26,8,52,1
OBS-29-1-6,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-16,35,11,70,1
OBS-29-1-7,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-23,38,12,76,1
OBS-29-1-8,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-30,14,4,28,1
OBS-29-1-9,IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-09-06,3,1,6,1
OBS-29-2-0,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-07-05,17,5,34,1
OBS-29-2-1,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-07-12,18,6,36,1
OBS-29-2-2,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-07-19,2,0,4,1
OBS-29-2-3,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-07-26,26,8,52,1
OBS-29-2-4,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-08-02,36,12,72,1
OBS-29-2-5,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-08-09,26,8,52,1
OBS-29-2-6,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-08-16,8,2,16,1
OBS-29-2-7,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-08-23,26,8,52,1
OBS-29-2-8,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-08-30,22,7,44,1
OBS-29-2-9,IQ_7aeaa83a0a1c56,IQ_d19e228b25b7ab,2026-09-06,1,0,2,1
OBS-29-3-0,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-07-05,39,13,78,1
OBS-29-3-1,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-07-12,22,7,44,1
OBS-29-3-2,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-07-19,28,9,56,1
OBS-29-3-3,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-07-26,10,3,20,1
OBS-29-3-4,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-08-02,2,0,4,1
OBS-29-3-5,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-08-09,9,3,18,1
OBS-29-3-6,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-08-16,28,9,56,1
OBS-29-3-7,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-08-23,31,10,62,1
OBS-29-3-8,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-08-30,28,9,56,1
OBS-29-3-9,IQ_7aeaa83a0a1c56,IQ_48c377d7d5a68d,2026-09-06,19,6,38,1
OBS-29-4-0,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-07-05,6,2,12,1
OBS-29-4-1,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-07-12,11,3,22,1
OBS-29-4-2,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-07-19,19,6,38,1
OBS-29-4-3,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-07-26,39,13,78,1
OBS-29-4-4,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-08-02,13,4,26,1
OBS-29-4-5,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-08-09,35,11,70,1
OBS-29-4-6,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-08-16,18,6,36,1
OBS-29-4-7,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-08-23,7,2,14,1
OBS-29-4-8,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-08-30,24,8,48,1
OBS-29-4-9,IQ_7aeaa83a0a1c56,IQ_3724bf97128d1c,2026-09-06,35,11,70,1
OBS-30-1-0,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-07-05,12,4,24,1
OBS-30-1-1,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-07-12,38,12,76,1
OBS-30-1-2,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-07-19,1,0,2,1
OBS-30-1-3,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-07-26,23,7,46,1
OBS-30-1-4,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-08-02,13,4,26,1
OBS-30-1-5,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-08-09,4,1,8,1
OBS-30-1-6,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-08-16,7,2,14,1
OBS-30-1-7,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-08-23,19,6,38,1
OBS-30-1-8,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-08-30,32,10,64,1
OBS-30-1-9,IQ_0bbbaaab35ea95,IQ_cba8d4f6c70cb8,2026-09-06,29,9,58,1
OBS-30-2-0,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-07-05,36,12,72,1
OBS-30-2-1,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-07-12,27,9,54,1
OBS-30-2-2,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-07-19,39,13,78,1
OBS-30-2-3,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-07-26,6,2,12,1
OBS-30-2-4,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-08-02,24,8,48,1
OBS-30-2-5,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-08-09,11,3,22,1
OBS-30-2-6,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-08-16,37,12,74,1
OBS-30-2-7,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-08-23,13,4,26,1
OBS-30-2-8,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-08-30,35,11,70,1
OBS-30-2-9,IQ_0bbbaaab35ea95,IQ_d19e228b25b7ab,2026-09-06,30,10,60,1
OBS-30-3-0,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-07-05,27,9,54,1
OBS-30-3-1,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-07-12,35,11,70,1
OBS-30-3-2,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-07-19,11,3,22,1
OBS-30-3-3,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-07-26,5,1,10,1
OBS-30-3-4,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-08-02,3,1,6,1
OBS-30-3-5,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-08-09,34,11,68,1
OBS-30-3-6,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-08-16,9,3,18,1
OBS-30-3-7,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-08-23,5,1,10,1
OBS-30-3-8,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-08-30,29,9,58,1
OBS-30-3-9,IQ_0bbbaaab35ea95,IQ_48c377d7d5a68d,2026-09-06,19,6,38,1
OBS-30-4-0,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-07-05,3,1,6,1
OBS-30-4-1,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-07-12,23,7,46,1
OBS-30-4-2,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-07-19,8,2,16,1
OBS-30-4-3,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-07-26,24,8,48,1
OBS-30-4-4,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-08-02,15,5,30,1
OBS-30-4-5,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-08-09,24,8,48,1
OBS-30-4-6,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-08-16,5,1,10,1
OBS-30-4-7,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-08-23,29,9,58,1
OBS-30-4-8,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-08-30,2,0,4,1
OBS-30-4-9,IQ_0bbbaaab35ea95,IQ_3724bf97128d1c,2026-09-06,31,10,62,1
OBS-31-1-0,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-07-05,6,2,12,1
OBS-31-1-1,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-07-12,9,3,18,1
OBS-31-1-2,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-07-19,20,6,40,1
OBS-31-1-3,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-07-26,27,9,54,1
OBS-31-1-4,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-08-02,9,3,18,1
OBS-31-1-5,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-08-09,36,12,72,1
OBS-31-1-6,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-08-16,14,4,28,1
OBS-31-1-7,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-08-23,8,2,16,1
OBS-31-1-8,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-08-30,6,2,12,1
OBS-31-1-9,IQ_f54562e3c643b5,IQ_cba8d4f6c70cb8,2026-09-06,36,12,72,1
OBS-31-2-0,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-07-05,39,13,78,1
OBS-31-2-1,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-07-12,24,8,48,1
OBS-31-2-2,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-07-19,32,10,64,1
OBS-31-2-3,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-07-26,20,6,40,1
OBS-31-2-4,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-08-02,33,11,66,1
OBS-31-2-5,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-08-09,18,6,36,1
OBS-31-2-6,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-08-16,30,10,60,1
OBS-31-2-7,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-08-23,26,8,52,1
OBS-31-2-8,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-08-30,33,11,66,1
OBS-31-2-9,IQ_f54562e3c643b5,IQ_d19e228b25b7ab,2026-09-06,6,2,12,1
OBS-31-3-0,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-07-05,25,8,50,1
OBS-31-3-1,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-07-12,22,7,44,1
OBS-31-3-2,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-07-19,15,5,30,1
OBS-31-3-3,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-07-26,9,3,18,1
OBS-31-3-4,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-02,20,6,40,1
OBS-31-3-5,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-09,22,7,44,1
OBS-31-3-6,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-16,31,10,62,1
OBS-31-3-7,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-23,3,1,6,1
OBS-31-3-8,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-30,7,2,14,1
OBS-31-3-9,IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-09-06,21,7,42,1
OBS-31-4-0,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-07-05,35,11,70,1
OBS-31-4-1,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-07-12,8,2,16,1
OBS-31-4-2,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-07-19,31,10,62,1
OBS-31-4-3,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-07-26,20,6,40,1
OBS-31-4-4,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-08-02,17,5,34,1
OBS-31-4-5,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-08-09,23,7,46,1
OBS-31-4-6,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-08-16,6,2,12,1
OBS-31-4-7,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-08-23,21,7,42,1
OBS-31-4-8,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-08-30,31,10,62,1
OBS-31-4-9,IQ_f54562e3c643b5,IQ_3724bf97128d1c,2026-09-06,35,11,70,1
OBS-32-1-0,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-07-05,10,3,20,1
OBS-32-1-1,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-07-12,23,7,46,1
OBS-32-1-2,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-07-19,38,12,76,1
OBS-32-1-3,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-07-26,29,9,58,1
OBS-32-1-4,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-08-02,36,12,72,1
OBS-32-1-5,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-08-09,7,2,14,1
OBS-32-1-6,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-08-16,9,3,18,1
OBS-32-1-7,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-08-23,2,0,4,1
OBS-32-1-8,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-08-30,34,11,68,1
OBS-32-1-9,IQ_be1ad011586236,IQ_cba8d4f6c70cb8,2026-09-06,16,5,32,1
OBS-32-2-0,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-07-05,14,4,28,1
OBS-32-2-1,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-07-12,29,9,58,1
OBS-32-2-2,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-07-19,11,3,22,1
OBS-32-2-3,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-07-26,35,11,70,1
OBS-32-2-4,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-08-02,16,5,32,1
OBS-32-2-5,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-08-09,23,7,46,1
OBS-32-2-6,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-08-16,26,8,52,1
OBS-32-2-7,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-08-23,4,1,8,1
OBS-32-2-8,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-08-30,37,12,74,1
OBS-32-2-9,IQ_be1ad011586236,IQ_d19e228b25b7ab,2026-09-06,38,12,76,1
OBS-32-3-0,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-07-05,22,7,44,1
OBS-32-3-1,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-07-12,14,4,28,1
OBS-32-3-2,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-07-19,36,12,72,1
OBS-32-3-3,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-07-26,14,4,28,1
OBS-32-3-4,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-08-02,4,1,8,1
OBS-32-3-5,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-08-09,39,13,78,1
OBS-32-3-6,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-08-16,20,6,40,1
OBS-32-3-7,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-08-23,5,1,10,1
OBS-32-3-8,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-08-30,29,9,58,1
OBS-32-3-9,IQ_be1ad011586236,IQ_48c377d7d5a68d,2026-09-06,12,4,24,1
OBS-32-4-0,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-07-05,24,8,48,1
OBS-32-4-1,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-07-12,28,9,56,1
OBS-32-4-2,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-07-19,2,0,4,1
OBS-32-4-3,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-07-26,25,8,50,1
OBS-32-4-4,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-08-02,5,1,10,1
OBS-32-4-5,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-08-09,10,3,20,1
OBS-32-4-6,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-08-16,9,3,18,1
OBS-32-4-7,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-08-23,5,1,10,1
OBS-32-4-8,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-08-30,23,7,46,1
OBS-32-4-9,IQ_be1ad011586236,IQ_3724bf97128d1c,2026-09-06,35,11,70,1
OBS-33-1-0,IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-07-05,37,12,74,1
OBS-33-1-1,IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-07-12,37,12,74,1
OBS-33-1-2,IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-07-19,22,7,44,1
