interaction_id,version_no,hcp_id,rep_id,primary_product_id,occurred_at,channel,approval,duration_minutes,modified_at,operation,delivery_batch
INTERACTION-000145,1,HCP-000045,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-31T12:00:00Z,EMAIL,APPROVED,29,2026-07-31T12:00:00Z,UPSERT,b001
INTERACTION-000146,1,HCP-000046,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-15T12:00:00Z,EMAIL,APPROVED,30,2026-07-15T12:00:00Z,UPSERT,b001
INTERACTION-000147,1,HCP-000047,REPRESENTATIVE-000003,PRODUCT-000003,2026-09-12T12:00:00Z,EMAIL,APPROVED,10,2026-09-12T12:00:00Z,UPSERT,b001
INTERACTION-000148,1,HCP-000048,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-20T12:00:00Z,EMAIL,APPROVED,11,2026-08-20T12:00:00Z,UPSERT,b001
INTERACTION-000149,1,HCP-000049,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-31T12:00:00Z,EMAIL,APPROVED,12,2026-07-31T12:00:00Z,UPSERT,b001
INTERACTION-000150,1,HCP-000050,REPRESENTATIVE-000006,PRODUCT-000002,2026-07-14T12:00:00Z,EMAIL,APPROVED,13,2026-07-14T12:00:00Z,UPSERT,b001
INTERACTION-000151,1,HCP-000051,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-13T12:00:00Z,EMAIL,APPROVED,14,2026-07-13T12:00:00Z,UPSERT,b001
INTERACTION-000152,1,HCP-000052,REPRESENTATIVE-000008,PRODUCT-000004,2026-09-10T12:00:00Z,EMAIL,APPROVED,15,2026-09-10T12:00:00Z,UPSERT,b001
INTERACTION-000153,1,HCP-000053,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-14T12:00:00Z,EMAIL,APPROVED,16,2026-08-14T12:00:00Z,UPSERT,b001
INTERACTION-000154,1,HCP-000054,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-06T12:00:00Z,EMAIL,APPROVED,17,2026-07-06T12:00:00Z,UPSERT,b001
INTERACTION-000155,1,HCP-000055,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-06T12:00:00Z,EMAIL,APPROVED,18,2026-07-06T12:00:00Z,UPSERT,b001
INTERACTION-000156,1,HCP-000056,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-21T12:00:00Z,EMAIL,APPROVED,19,2026-07-21T12:00:00Z,UPSERT,b001
INTERACTION-000157,1,HCP-000057,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-25T12:00:00Z,EMAIL,APPROVED,20,2026-07-25T12:00:00Z,UPSERT,b001
INTERACTION-000158,1,HCP-000058,REPRESENTATIVE-000006,PRODUCT-000002,2026-07-05T12:00:00Z,EMAIL,APPROVED,21,2026-07-05T12:00:00Z,UPSERT,b001
INTERACTION-000159,1,HCP-000059,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-30T12:00:00Z,EMAIL,APPROVED,22,2026-07-30T12:00:00Z,UPSERT,b001
INTERACTION-000160,1,HCP-000060,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-12T12:00:00Z,EMAIL,APPROVED,23,2026-07-12T12:00:00Z,UPSERT,b001
INTERACTION-000161,1,HCP-000061,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-14T12:00:00Z,EMAIL,APPROVED,24,2026-07-14T12:00:00Z,UPSERT,b001
INTERACTION-000162,1,HCP-000062,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-10T12:00:00Z,EMAIL,APPROVED,25,2026-07-10T12:00:00Z,UPSERT,b001
INTERACTION-000163,1,HCP-000063,REPRESENTATIVE-000003,PRODUCT-000003,2026-09-13T12:00:00Z,EMAIL,APPROVED,26,2026-09-13T12:00:00Z,UPSERT,b001
INTERACTION-000164,1,HCP-000064,REPRESENTATIVE-000004,PRODUCT-000004,2026-09-06T12:00:00Z,EMAIL,DRAFT,27,2026-09-06T12:00:00Z,UPSERT,b001
INTERACTION-000165,1,HCP-000065,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-09T12:00:00Z,EMAIL,APPROVED,28,2026-07-09T12:00:00Z,UPSERT,b001
INTERACTION-000166,1,HCP-000066,REPRESENTATIVE-000006,PRODUCT-000002,2026-07-02T12:00:00Z,EMAIL,APPROVED,29,2026-07-02T12:00:00Z,UPSERT,b001
INTERACTION-000167,1,HCP-000067,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-22T12:00:00Z,EMAIL,APPROVED,30,2026-08-22T12:00:00Z,UPSERT,b001
INTERACTION-000168,1,HCP-000068,REPRESENTATIVE-000008,PRODUCT-000004,2026-09-01T12:00:00Z,EMAIL,APPROVED,10,2026-09-01T12:00:00Z,UPSERT,b001
INTERACTION-000169,1,HCP-000069,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-20T12:00:00Z,EMAIL,APPROVED,11,2026-08-20T12:00:00Z,UPSERT,b001
INTERACTION-000170,1,HCP-000070,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-24T12:00:00Z,EMAIL,APPROVED,12,2026-07-24T12:00:00Z,UPSERT,b001
INTERACTION-000171,1,HCP-000071,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-11T12:00:00Z,EMAIL,APPROVED,13,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000172,1,HCP-000072,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-11T12:00:00Z,EMAIL,APPROVED,14,2026-08-11T12:00:00Z,UPSERT,b001
INTERACTION-000173,1,HCP-000073,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-09T12:00:00Z,EMAIL,APPROVED,15,2026-08-09T12:00:00Z,UPSERT,b001
INTERACTION-000174,1,HCP-000074,REPRESENTATIVE-000006,PRODUCT-000002,2026-07-23T12:00:00Z,EMAIL,APPROVED,16,2026-07-23T12:00:00Z,UPSERT,b001
INTERACTION-000175,1,HCP-000075,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-31T12:00:00Z,EMAIL,APPROVED,17,2026-08-31T12:00:00Z,UPSERT,b001
INTERACTION-000176,1,HCP-000076,REPRESENTATIVE-000008,PRODUCT-000004,2026-09-01T12:00:00Z,EMAIL,APPROVED,18,2026-09-01T12:00:00Z,UPSERT,b001
INTERACTION-000177,1,HCP-000077,REPRESENTATIVE-000001,PRODUCT-000001,2026-09-01T12:00:00Z,EMAIL,APPROVED,19,2026-09-01T12:00:00Z,UPSERT,b001
INTERACTION-000178,1,HCP-000078,REPRESENTATIVE-000002,PRODUCT-000002,2026-09-12T12:00:00Z,EMAIL,APPROVED,20,2026-09-12T12:00:00Z,UPSERT,b001
INTERACTION-000179,1,HCP-000079,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-17T12:00:00Z,EMAIL,APPROVED,21,2026-07-17T12:00:00Z,UPSERT,b001
INTERACTION-000180,1,HCP-000080,REPRESENTATIVE-000004,PRODUCT-000004,2026-09-07T12:00:00Z,EMAIL,APPROVED,22,2026-09-07T12:00:00Z,UPSERT,b001
INTERACTION-000181,1,HCP-000081,REPRESENTATIVE-000005,PRODUCT-000001,2026-09-05T12:00:00Z,EMAIL,APPROVED,23,2026-09-05T12:00:00Z,UPSERT,b001
INTERACTION-000182,1,HCP-000082,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-03T12:00:00Z,EMAIL,APPROVED,24,2026-08-03T12:00:00Z,UPSERT,b001
INTERACTION-000183,1,HCP-000083,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-06T12:00:00Z,EMAIL,APPROVED,25,2026-07-06T12:00:00Z,UPSERT,b001
INTERACTION-000184,1,HCP-000084,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-03T12:00:00Z,EMAIL,APPROVED,26,2026-07-03T12:00:00Z,UPSERT,b001
INTERACTION-000185,1,HCP-000085,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-21T12:00:00Z,EMAIL,APPROVED,27,2026-08-21T12:00:00Z,UPSERT,b001
INTERACTION-000186,1,HCP-000086,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-05T12:00:00Z,EMAIL,APPROVED,28,2026-07-05T12:00:00Z,UPSERT,b001
INTERACTION-000187,1,HCP-000087,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-16T12:00:00Z,EMAIL,APPROVED,29,2026-07-16T12:00:00Z,UPSERT,b001
INTERACTION-000188,1,HCP-000088,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-03T12:00:00Z,EMAIL,APPROVED,30,2026-08-03T12:00:00Z,UPSERT,b001
INTERACTION-000189,1,HCP-000089,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-01T12:00:00Z,EMAIL,APPROVED,10,2026-07-01T12:00:00Z,UPSERT,b001
INTERACTION-000190,1,HCP-000090,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-16T12:00:00Z,EMAIL,APPROVED,11,2026-08-16T12:00:00Z,UPSERT,b001
INTERACTION-000191,1,HCP-000091,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-07T12:00:00Z,EMAIL,APPROVED,12,2026-08-07T12:00:00Z,UPSERT,b001
INTERACTION-000192,1,HCP-000092,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-11T12:00:00Z,EMAIL,APPROVED,13,2026-08-11T12:00:00Z,UPSERT,b001
INTERACTION-000193,1,HCP-000093,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-01T12:00:00Z,EMAIL,APPROVED,14,2026-08-01T12:00:00Z,UPSERT,b001
INTERACTION-000194,1,HCP-000094,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-13T12:00:00Z,EMAIL,APPROVED,15,2026-07-13T12:00:00Z,UPSERT,b001
INTERACTION-000195,1,HCP-000095,REPRESENTATIVE-000003,PRODUCT-000003,2026-08-11T12:00:00Z,EMAIL,APPROVED,16,2026-08-11T12:00:00Z,UPSERT,b001
INTERACTION-000196,1,HCP-000096,REPRESENTATIVE-000004,PRODUCT-000004,2026-09-04T12:00:00Z,EMAIL,APPROVED,17,2026-09-04T12:00:00Z,UPSERT,b001
INTERACTION-000197,1,HCP-000097,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-04T12:00:00Z,EMAIL,APPROVED,18,2026-08-04T12:00:00Z,UPSERT,b001
INTERACTION-000198,1,HCP-000098,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-08T12:00:00Z,EMAIL,APPROVED,19,2026-08-08T12:00:00Z,UPSERT,b001
INTERACTION-000199,1,HCP-000099,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-12T12:00:00Z,EMAIL,APPROVED,20,2026-07-12T12:00:00Z,UPSERT,b001
INTERACTION-000200,1,HCP-000100,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-14T12:00:00Z,EMAIL,APPROVED,21,2026-08-14T12:00:00Z,UPSERT,b001
INTERACTION-000201,1,HCP-000001,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-24T12:00:00Z,EMAIL,APPROVED,22,2026-08-24T12:00:00Z,UPSERT,b001
INTERACTION-000202,1,HCP-000002,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-11T12:00:00Z,EMAIL,APPROVED,23,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000203,1,HCP-000003,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-11T12:00:00Z,EMAIL,APPROVED,24,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000204,1,HCP-000004,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-15T12:00:00Z,EMAIL,APPROVED,25,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000205,1,HCP-000005,REPRESENTATIVE-000005,PRODUCT-000001,2026-09-07T12:00:00Z,EMAIL,DRAFT,26,2026-09-07T12:00:00Z,UPSERT,b001
INTERACTION-000206,1,HCP-000006,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-06T12:00:00Z,EMAIL,APPROVED,27,2026-09-06T12:00:00Z,UPSERT,b001
INTERACTION-000207,1,HCP-000007,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-12T12:00:00Z,EMAIL,APPROVED,28,2026-07-12T12:00:00Z,UPSERT,b001
INTERACTION-000208,1,HCP-000008,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-26T12:00:00Z,EMAIL,APPROVED,29,2026-07-26T12:00:00Z,UPSERT,b001
INTERACTION-000209,1,HCP-000009,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-26T12:00:00Z,EMAIL,APPROVED,30,2026-08-26T12:00:00Z,UPSERT,b001
INTERACTION-000210,1,HCP-000010,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-24T12:00:00Z,EMAIL,APPROVED,10,2026-07-24T12:00:00Z,UPSERT,b001
INTERACTION-000211,1,HCP-000011,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-31T12:00:00Z,EMAIL,APPROVED,11,2026-07-31T12:00:00Z,UPSERT,b001
INTERACTION-000212,1,HCP-000012,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-13T12:00:00Z,EMAIL,APPROVED,12,2026-07-13T12:00:00Z,UPSERT,b001
INTERACTION-000213,1,HCP-000013,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-26T12:00:00Z,EMAIL,APPROVED,13,2026-08-26T12:00:00Z,UPSERT,b001
INTERACTION-000214,1,HCP-000014,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-15T12:00:00Z,EMAIL,APPROVED,14,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000215,1,HCP-000015,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-28T12:00:00Z,EMAIL,APPROVED,15,2026-08-28T12:00:00Z,UPSERT,b001
INTERACTION-000216,1,HCP-000016,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-12T12:00:00Z,EMAIL,APPROVED,16,2026-08-12T12:00:00Z,UPSERT,b001
INTERACTION-000217,1,HCP-000017,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-15T12:00:00Z,EMAIL,APPROVED,17,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000218,1,HCP-000018,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-25T12:00:00Z,EMAIL,APPROVED,18,2026-07-25T12:00:00Z,UPSERT,b001
INTERACTION-000219,1,HCP-000019,REPRESENTATIVE-000003,PRODUCT-000003,2026-08-31T12:00:00Z,EMAIL,APPROVED,19,2026-08-31T12:00:00Z,UPSERT,b001
INTERACTION-000220,1,HCP-000020,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-16T12:00:00Z,EMAIL,APPROVED,20,2026-07-16T12:00:00Z,UPSERT,b001
INTERACTION-000221,1,HCP-000021,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-14T12:00:00Z,EMAIL,APPROVED,21,2026-08-14T12:00:00Z,UPSERT,b001
INTERACTION-000222,1,HCP-000022,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-07T12:00:00Z,EMAIL,APPROVED,22,2026-09-07T12:00:00Z,UPSERT,b001
INTERACTION-000223,1,HCP-000023,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-04T12:00:00Z,EMAIL,APPROVED,23,2026-07-04T12:00:00Z,UPSERT,b001
INTERACTION-000224,1,HCP-000024,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-18T12:00:00Z,EMAIL,APPROVED,24,2026-07-18T12:00:00Z,UPSERT,b001
INTERACTION-000225,1,HCP-000025,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-27T12:00:00Z,EMAIL,APPROVED,25,2026-08-27T12:00:00Z,UPSERT,b001
INTERACTION-000226,1,HCP-000026,REPRESENTATIVE-000002,PRODUCT-000002,2026-09-01T12:00:00Z,EMAIL,APPROVED,26,2026-09-01T12:00:00Z,UPSERT,b001
INTERACTION-000227,1,HCP-000027,REPRESENTATIVE-000003,PRODUCT-000003,2026-08-15T12:00:00Z,EMAIL,APPROVED,27,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000228,1,HCP-000028,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-29T12:00:00Z,EMAIL,APPROVED,28,2026-08-29T12:00:00Z,UPSERT,b001
INTERACTION-000229,1,HCP-000029,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-13T12:00:00Z,EMAIL,APPROVED,29,2026-08-13T12:00:00Z,UPSERT,b001
INTERACTION-000230,1,HCP-000030,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-05T12:00:00Z,EMAIL,APPROVED,30,2026-09-05T12:00:00Z,UPSERT,b001
INTERACTION-000231,1,HCP-000031,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-26T12:00:00Z,EMAIL,APPROVED,10,2026-08-26T12:00:00Z,UPSERT,b001
INTERACTION-000232,1,HCP-000032,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-11T12:00:00Z,EMAIL,APPROVED,11,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000233,1,HCP-000033,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-30T12:00:00Z,EMAIL,APPROVED,12,2026-08-30T12:00:00Z,UPSERT,b001
INTERACTION-000234,1,HCP-000034,REPRESENTATIVE-000002,PRODUCT-000002,2026-09-08T12:00:00Z,EMAIL,APPROVED,13,2026-09-08T12:00:00Z,UPSERT,b001
INTERACTION-000235,1,HCP-000035,REPRESENTATIVE-000003,PRODUCT-000003,2026-08-03T12:00:00Z,EMAIL,APPROVED,14,2026-08-03T12:00:00Z,UPSERT,b001
INTERACTION-000236,1,HCP-000036,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-28T12:00:00Z,EMAIL,APPROVED,15,2026-08-28T12:00:00Z,UPSERT,b001
INTERACTION-000237,1,HCP-000037,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-05T12:00:00Z,EMAIL,APPROVED,16,2026-07-05T12:00:00Z,UPSERT,b001
INTERACTION-000238,1,HCP-000038,REPRESENTATIVE-000006,PRODUCT-000002,2026-07-25T12:00:00Z,EMAIL,APPROVED,17,2026-07-25T12:00:00Z,UPSERT,b001
INTERACTION-000239,1,HCP-000039,REPRESENTATIVE-000007,PRODUCT-000003,2026-09-07T12:00:00Z,EMAIL,APPROVED,18,2026-09-07T12:00:00Z,UPSERT,b001
INTERACTION-000240,1,HCP-000040,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-05T12:00:00Z,EMAIL,APPROVED,19,2026-08-05T12:00:00Z,UPSERT,b001
INTERACTION-000241,1,HCP-000041,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-15T12:00:00Z,EMAIL,APPROVED,20,2026-07-15T12:00:00Z,UPSERT,b001
INTERACTION-000242,1,HCP-000042,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-29T12:00:00Z,EMAIL,APPROVED,21,2026-07-29T12:00:00Z,UPSERT,b001
INTERACTION-000243,1,HCP-000043,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-01T12:00:00Z,EMAIL,APPROVED,22,2026-07-01T12:00:00Z,UPSERT,b001
INTERACTION-000244,1,HCP-000044,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-12T12:00:00Z,EMAIL,APPROVED,23,2026-07-12T12:00:00Z,UPSERT,b001
INTERACTION-000245,1,HCP-000045,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-30T12:00:00Z,EMAIL,APPROVED,24,2026-08-30T12:00:00Z,UPSERT,b001
INTERACTION-000246,1,HCP-000046,REPRESENTATIVE-000006,PRODUCT-000002,2026-09-10T12:00:00Z,EMAIL,DRAFT,25,2026-09-10T12:00:00Z,UPSERT,b001
INTERACTION-000247,1,HCP-000047,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-26T12:00:00Z,EMAIL,APPROVED,26,2026-07-26T12:00:00Z,UPSERT,b001
INTERACTION-000248,1,HCP-000048,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-26T12:00:00Z,EMAIL,APPROVED,27,2026-08-26T12:00:00Z,UPSERT,b001
INTERACTION-000249,1,HCP-000049,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-24T12:00:00Z,EMAIL,APPROVED,28,2026-07-24T12:00:00Z,UPSERT,b001
INTERACTION-000250,1,HCP-000050,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-22T12:00:00Z,EMAIL,APPROVED,29,2026-07-22T12:00:00Z,UPSERT,b001
INTERACTION-000251,1,HCP-000051,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-07T12:00:00Z,EMAIL,APPROVED,30,2026-07-07T12:00:00Z,UPSERT,b001
INTERACTION-000252,1,HCP-000052,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-11T12:00:00Z,EMAIL,APPROVED,10,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000253,1,HCP-000053,REPRESENTATIVE-000005,PRODUCT-000001,2026-08-26T12:00:00Z,EMAIL,APPROVED,11,2026-08-26T12:00:00Z,UPSERT,b001
INTERACTION-000254,1,HCP-000054,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-08T12:00:00Z,EMAIL,APPROVED,12,2026-08-08T12:00:00Z,UPSERT,b001
INTERACTION-000255,1,HCP-000055,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-04T12:00:00Z,EMAIL,APPROVED,13,2026-07-04T12:00:00Z,UPSERT,b001
INTERACTION-000256,1,HCP-000056,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-18T12:00:00Z,EMAIL,APPROVED,14,2026-08-18T12:00:00Z,UPSERT,b001
INTERACTION-000257,1,HCP-000057,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-30T12:00:00Z,EMAIL,APPROVED,15,2026-07-30T12:00:00Z,UPSERT,b001
INTERACTION-000258,1,HCP-000058,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-24T12:00:00Z,EMAIL,APPROVED,16,2026-07-24T12:00:00Z,UPSERT,b001
INTERACTION-000259,1,HCP-000059,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-18T12:00:00Z,EMAIL,APPROVED,17,2026-07-18T12:00:00Z,UPSERT,b001
INTERACTION-000260,1,HCP-000060,REPRESENTATIVE-000004,PRODUCT-000004,2026-08-18T12:00:00Z,EMAIL,APPROVED,18,2026-08-18T12:00:00Z,UPSERT,b001
INTERACTION-000261,1,HCP-000061,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-07T12:00:00Z,EMAIL,APPROVED,19,2026-07-07T12:00:00Z,UPSERT,b001
INTERACTION-000262,1,HCP-000062,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-18T12:00:00Z,EMAIL,APPROVED,20,2026-08-18T12:00:00Z,UPSERT,b001
INTERACTION-000263,1,HCP-000063,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-23T12:00:00Z,EMAIL,APPROVED,21,2026-07-23T12:00:00Z,UPSERT,b001
INTERACTION-000264,1,HCP-000064,REPRESENTATIVE-000008,PRODUCT-000004,2026-07-17T12:00:00Z,EMAIL,APPROVED,22,2026-07-17T12:00:00Z,UPSERT,b001
INTERACTION-000265,1,HCP-000065,REPRESENTATIVE-000001,PRODUCT-000001,2026-07-10T12:00:00Z,EMAIL,APPROVED,23,2026-07-10T12:00:00Z,UPSERT,b001
INTERACTION-000266,1,HCP-000066,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-27T12:00:00Z,EMAIL,APPROVED,24,2026-07-27T12:00:00Z,UPSERT,b001
INTERACTION-000267,1,HCP-000067,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-06T12:00:00Z,EMAIL,APPROVED,25,2026-07-06T12:00:00Z,UPSERT,b001
INTERACTION-000268,1,HCP-000068,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-11T12:00:00Z,EMAIL,APPROVED,26,2026-07-11T12:00:00Z,UPSERT,b001
INTERACTION-000269,1,HCP-000069,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-22T12:00:00Z,EMAIL,APPROVED,27,2026-07-22T12:00:00Z,UPSERT,b001
INTERACTION-000270,1,HCP-000070,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-22T12:00:00Z,EMAIL,APPROVED,28,2026-08-22T12:00:00Z,UPSERT,b001
INTERACTION-000271,1,HCP-000071,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-29T12:00:00Z,EMAIL,APPROVED,29,2026-07-29T12:00:00Z,UPSERT,b001
INTERACTION-000272,1,HCP-000072,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-15T12:00:00Z,EMAIL,APPROVED,30,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000273,1,HCP-000073,REPRESENTATIVE-000001,PRODUCT-000001,2026-09-02T12:00:00Z,EMAIL,APPROVED,10,2026-09-02T12:00:00Z,UPSERT,b001
INTERACTION-000274,1,HCP-000074,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-18T12:00:00Z,EMAIL,APPROVED,11,2026-07-18T12:00:00Z,UPSERT,b001
INTERACTION-000275,1,HCP-000075,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-23T12:00:00Z,EMAIL,APPROVED,12,2026-07-23T12:00:00Z,UPSERT,b001
INTERACTION-000276,1,HCP-000076,REPRESENTATIVE-000004,PRODUCT-000004,2026-07-30T12:00:00Z,EMAIL,APPROVED,13,2026-07-30T12:00:00Z,UPSERT,b001
INTERACTION-000277,1,HCP-000077,REPRESENTATIVE-000005,PRODUCT-000001,2026-07-09T12:00:00Z,EMAIL,APPROVED,14,2026-07-09T12:00:00Z,UPSERT,b001
INTERACTION-000278,1,HCP-000078,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-04T12:00:00Z,EMAIL,APPROVED,15,2026-08-04T12:00:00Z,UPSERT,b001
INTERACTION-000279,1,HCP-000079,REPRESENTATIVE-000007,PRODUCT-000003,2026-08-21T12:00:00Z,EMAIL,APPROVED,16,2026-08-21T12:00:00Z,UPSERT,b001
INTERACTION-000280,1,HCP-000080,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-15T12:00:00Z,EMAIL,APPROVED,17,2026-08-15T12:00:00Z,UPSERT,b001
INTERACTION-000281,1,HCP-000081,REPRESENTATIVE-000001,PRODUCT-000001,2026-09-03T12:00:00Z,EMAIL,APPROVED,18,2026-09-03T12:00:00Z,UPSERT,b001
INTERACTION-000282,1,HCP-000082,REPRESENTATIVE-000002,PRODUCT-000002,2026-07-01T12:00:00Z,EMAIL,APPROVED,19,2026-07-01T12:00:00Z,UPSERT,b001
INTERACTION-000283,1,HCP-000083,REPRESENTATIVE-000003,PRODUCT-000003,2026-07-27T12:00:00Z,EMAIL,APPROVED,20,2026-07-27T12:00:00Z,UPSERT,b001
INTERACTION-000284,1,HCP-000084,REPRESENTATIVE-000004,PRODUCT-000004,2026-09-11T12:00:00Z,EMAIL,APPROVED,21,2026-09-11T12:00:00Z,UPSERT,b001
INTERACTION-000285,1,HCP-000085,REPRESENTATIVE-000005,PRODUCT-000001,2026-09-12T12:00:00Z,EMAIL,APPROVED,22,2026-09-12T12:00:00Z,UPSERT,b001
INTERACTION-000286,1,HCP-000086,REPRESENTATIVE-000006,PRODUCT-000002,2026-08-29T12:00:00Z,EMAIL,APPROVED,23,2026-08-29T12:00:00Z,UPSERT,b001
INTERACTION-000287,1,HCP-000087,REPRESENTATIVE-000007,PRODUCT-000003,2026-07-20T12:00:00Z,EMAIL,DRAFT,24,2026-07-20T12:00:00Z,UPSERT,b001
INTERACTION-000288,1,HCP-000088,REPRESENTATIVE-000008,PRODUCT-000004,2026-08-03T12:00:00Z,EMAIL,APPROVED,25,2026-08-03T12:00:00Z,UPSERT,b001
INTERACTION-000289,1,HCP-000089,REPRESENTATIVE-000001,PRODUCT-000001,2026-08-26T12:00:00Z,EMAIL,APPROVED,26,2026-08-26T12:00:00Z,UPSERT,b001
