observation_id,version_no,hcp_id,product_id,week_ending,trx_count,nrx_count,sales_units
OBS-21-1-5,1,HCP-000021,PRODUCT-000001,2026-08-09,25,8,50
OBS-21-1-6,1,HCP-000021,PRODUCT-000001,2026-08-16,19,6,38
OBS-21-1-7,1,HCP-000021,PRODUCT-000001,2026-08-23,12,4,24
OBS-21-1-8,1,HCP-000021,PRODUCT-000001,2026-08-30,4,1,8
OBS-21-1-9,1,HCP-000021,PRODUCT-000001,2026-09-06,11,3,22
OBS-21-2-0,1,HCP-000021,PRODUCT-000002,2026-07-05,7,2,14
OBS-21-2-1,1,HCP-000021,PRODUCT-000002,2026-07-12,13,4,26
OBS-21-2-2,1,HCP-000021,PRODUCT-000002,2026-07-19,24,8,48
OBS-21-2-3,1,HCP-000021,PRODUCT-000002,2026-07-26,36,12,72
OBS-21-2-4,1,HCP-000021,PRODUCT-000002,2026-08-02,23,7,46
OBS-21-2-5,1,HCP-000021,PRODUCT-000002,2026-08-09,29,9,58
OBS-21-2-6,1,HCP-000021,PRODUCT-000002,2026-08-16,33,11,66
OBS-21-2-7,1,HCP-000021,PRODUCT-000002,2026-08-23,3,1,6
OBS-21-2-8,1,HCP-000021,PRODUCT-000002,2026-08-30,19,6,38
OBS-21-2-9,1,HCP-000021,PRODUCT-000002,2026-09-06,17,5,34
OBS-21-3-0,1,HCP-000021,PRODUCT-000003,2026-07-05,21,7,42
OBS-21-3-1,1,HCP-000021,PRODUCT-000003,2026-07-12,7,2,14
OBS-21-3-2,1,HCP-000021,PRODUCT-000003,2026-07-19,34,11,68
OBS-21-3-3,1,HCP-000021,PRODUCT-000003,2026-07-26,4,1,8
OBS-21-3-4,1,HCP-000021,PRODUCT-000003,2026-08-02,12,4,24
OBS-21-3-5,1,HCP-000021,PRODUCT-000003,2026-08-09,19,6,38
OBS-21-3-6,1,HCP-000021,PRODUCT-000003,2026-08-16,29,9,58
OBS-21-3-7,1,HCP-000021,PRODUCT-000003,2026-08-23,11,3,22
OBS-21-3-8,1,HCP-000021,PRODUCT-000003,2026-08-30,39,13,78
OBS-21-3-9,1,HCP-000021,PRODUCT-000003,2026-09-06,7,2,14
OBS-21-4-0,1,HCP-000021,PRODUCT-000004,2026-07-05,37,12,74
OBS-21-4-1,1,HCP-000021,PRODUCT-000004,2026-07-12,18,6,36
OBS-21-4-2,1,HCP-000021,PRODUCT-000004,2026-07-19,14,4,28
OBS-21-4-3,1,HCP-000021,PRODUCT-000004,2026-07-26,23,7,46
OBS-21-4-4,1,HCP-000021,PRODUCT-000004,2026-08-02,14,4,28
OBS-21-4-5,1,HCP-000021,PRODUCT-000004,2026-08-09,26,8,52
OBS-21-4-6,1,HCP-000021,PRODUCT-000004,2026-08-16,36,12,72
OBS-21-4-7,1,HCP-000021,PRODUCT-000004,2026-08-23,31,10,62
OBS-21-4-8,1,HCP-000021,PRODUCT-000004,2026-08-30,28,9,56
OBS-21-4-9,1,HCP-000021,PRODUCT-000004,2026-09-06,14,4,28
OBS-22-1-0,1,HCP-000022,PRODUCT-000001,2026-07-05,29,9,58
OBS-22-1-1,1,HCP-000022,PRODUCT-000001,2026-07-12,20,6,40
OBS-22-1-2,1,HCP-000022,PRODUCT-000001,2026-07-19,38,12,76
OBS-22-1-3,1,HCP-000022,PRODUCT-000001,2026-07-26,7,2,14
OBS-22-1-4,1,HCP-000022,PRODUCT-000001,2026-08-02,13,4,26
OBS-22-1-5,1,HCP-000022,PRODUCT-000001,2026-08-09,25,8,50
OBS-22-1-6,1,HCP-000022,PRODUCT-000001,2026-08-16,30,10,60
OBS-22-1-7,1,HCP-000022,PRODUCT-000001,2026-08-23,17,5,34
OBS-22-1-8,1,HCP-000022,PRODUCT-000001,2026-08-30,3,1,6
OBS-22-1-9,1,HCP-000022,PRODUCT-000001,2026-09-06,3,1,6
OBS-22-2-0,1,HCP-000022,PRODUCT-000002,2026-07-05,26,8,52
OBS-22-2-1,1,HCP-000022,PRODUCT-000002,2026-07-12,21,7,42
OBS-22-2-2,1,HCP-000022,PRODUCT-000002,2026-07-19,10,3,20
OBS-22-2-3,1,HCP-000022,PRODUCT-000002,2026-07-26,23,7,46
OBS-22-2-4,1,HCP-000022,PRODUCT-000002,2026-08-02,20,6,40
OBS-22-2-5,1,HCP-000022,PRODUCT-000002,2026-08-09,18,6,36
OBS-22-2-6,1,HCP-000022,PRODUCT-000002,2026-08-16,17,5,34
OBS-22-2-7,1,HCP-000022,PRODUCT-000002,2026-08-23,38,12,76
OBS-22-2-8,1,HCP-000022,PRODUCT-000002,2026-08-30,22,7,44
OBS-22-2-9,1,HCP-000022,PRODUCT-000002,2026-09-06,22,7,44
OBS-22-3-0,1,HCP-000022,PRODUCT-000003,2026-07-05,39,13,78
OBS-22-3-1,1,HCP-000022,PRODUCT-000003,2026-07-12,24,8,48
OBS-22-3-2,1,HCP-000022,PRODUCT-000003,2026-07-19,38,12,76
OBS-22-3-3,1,HCP-000022,PRODUCT-000003,2026-07-26,9,3,18
OBS-22-3-4,1,HCP-000022,PRODUCT-000003,2026-08-02,30,10,60
OBS-22-3-5,1,HCP-000022,PRODUCT-000003,2026-08-09,7,2,14
OBS-22-3-6,1,HCP-000022,PRODUCT-000003,2026-08-16,26,8,52
OBS-22-3-7,1,HCP-000022,PRODUCT-000003,2026-08-23,39,13,78
OBS-22-3-8,1,HCP-000022,PRODUCT-000003,2026-08-30,10,3,20
OBS-22-3-9,1,HCP-000022,PRODUCT-000003,2026-09-06,28,9,56
OBS-22-4-0,1,HCP-000022,PRODUCT-000004,2026-07-05,12,4,24
OBS-22-4-1,1,HCP-000022,PRODUCT-000004,2026-07-12,19,6,38
OBS-22-4-2,1,HCP-000022,PRODUCT-000004,2026-07-19,16,5,32
OBS-22-4-3,1,HCP-000022,PRODUCT-000004,2026-07-26,7,2,14
OBS-22-4-4,1,HCP-000022,PRODUCT-000004,2026-08-02,22,7,44
OBS-22-4-5,1,HCP-000022,PRODUCT-000004,2026-08-09,13,4,26
OBS-22-4-6,1,HCP-000022,PRODUCT-000004,2026-08-16,29,9,58
OBS-22-4-7,1,HCP-000022,PRODUCT-000004,2026-08-23,16,5,32
OBS-22-4-8,1,HCP-000022,PRODUCT-000004,2026-08-30,32,10,64
OBS-22-4-9,1,HCP-000022,PRODUCT-000004,2026-09-06,27,9,54
OBS-23-1-0,1,HCP-000023,PRODUCT-000001,2026-07-05,15,5,30
OBS-23-1-1,1,HCP-000023,PRODUCT-000001,2026-07-12,24,8,48
OBS-23-1-2,1,HCP-000023,PRODUCT-000001,2026-07-19,28,9,56
OBS-23-1-3,1,HCP-000023,PRODUCT-000001,2026-07-26,12,4,24
OBS-23-1-4,1,HCP-000023,PRODUCT-000001,2026-08-02,19,6,38
OBS-23-1-5,1,HCP-000023,PRODUCT-000001,2026-08-09,27,9,54
OBS-23-1-6,1,HCP-000023,PRODUCT-000001,2026-08-16,36,12,72
OBS-23-1-7,1,HCP-000023,PRODUCT-000001,2026-08-23,24,8,48
OBS-23-1-8,1,HCP-000023,PRODUCT-000001,2026-08-30,23,7,46
OBS-23-1-9,1,HCP-000023,PRODUCT-000001,2026-09-06,36,12,72
OBS-23-2-0,1,HCP-000023,PRODUCT-000002,2026-07-05,19,6,38
OBS-23-2-1,1,HCP-000023,PRODUCT-000002,2026-07-12,2,0,4
OBS-23-2-2,1,HCP-000023,PRODUCT-000002,2026-07-19,28,9,56
OBS-23-2-3,1,HCP-000023,PRODUCT-000002,2026-07-26,17,5,34
OBS-23-2-4,1,HCP-000023,PRODUCT-000002,2026-08-02,34,11,68
OBS-23-2-5,1,HCP-000023,PRODUCT-000002,2026-08-09,18,6,36
OBS-23-2-6,1,HCP-000023,PRODUCT-000002,2026-08-16,33,11,66
OBS-23-2-7,1,HCP-000023,PRODUCT-000002,2026-08-23,3,1,6
OBS-23-2-8,1,HCP-000023,PRODUCT-000002,2026-08-30,18,6,36
OBS-23-2-9,1,HCP-000023,PRODUCT-000002,2026-09-06,33,11,66
OBS-23-3-0,1,HCP-000023,PRODUCT-000003,2026-07-05,1,0,2
OBS-23-3-1,1,HCP-000023,PRODUCT-000003,2026-07-12,1,0,2
OBS-23-3-2,1,HCP-000023,PRODUCT-000003,2026-07-19,7,2,14
OBS-23-3-3,1,HCP-000023,PRODUCT-000003,2026-07-26,10,3,20
OBS-23-3-4,1,HCP-000023,PRODUCT-000003,2026-08-02,27,9,54
OBS-23-3-5,1,HCP-000023,PRODUCT-000003,2026-08-09,22,7,44
OBS-23-3-6,1,HCP-000023,PRODUCT-000003,2026-08-16,15,5,30
OBS-23-3-7,1,HCP-000023,PRODUCT-000003,2026-08-23,31,10,62
OBS-23-3-8,1,HCP-000023,PRODUCT-000003,2026-08-30,7,2,14
OBS-23-3-9,1,HCP-000023,PRODUCT-000003,2026-09-06,7,2,14
OBS-23-4-0,1,HCP-000023,PRODUCT-000004,2026-07-05,25,8,50
OBS-23-4-1,1,HCP-000023,PRODUCT-000004,2026-07-12,6,2,12
OBS-23-4-2,1,HCP-000023,PRODUCT-000004,2026-07-19,19,6,38
OBS-23-4-3,1,HCP-000023,PRODUCT-000004,2026-07-26,32,10,64
OBS-23-4-4,1,HCP-000023,PRODUCT-000004,2026-08-02,16,5,32
OBS-23-4-5,1,HCP-000023,PRODUCT-000004,2026-08-09,22,7,44
OBS-23-4-6,1,HCP-000023,PRODUCT-000004,2026-08-16,31,10,62
OBS-23-4-7,1,HCP-000023,PRODUCT-000004,2026-08-23,13,4,26
OBS-23-4-8,1,HCP-000023,PRODUCT-000004,2026-08-30,13,4,26
OBS-23-4-9,1,HCP-000023,PRODUCT-000004,2026-09-06,28,9,56
OBS-24-1-0,1,HCP-000024,PRODUCT-000001,2026-07-05,7,2,14
OBS-24-1-1,1,HCP-000024,PRODUCT-000001,2026-07-12,17,5,34
OBS-24-1-2,1,HCP-000024,PRODUCT-000001,2026-07-19,23,7,46
OBS-24-1-3,1,HCP-000024,PRODUCT-000001,2026-07-26,2,0,4
OBS-24-1-4,1,HCP-000024,PRODUCT-000001,2026-08-02,27,9,54
OBS-24-1-5,1,HCP-000024,PRODUCT-000001,2026-08-09,24,8,48
OBS-24-1-6,1,HCP-000024,PRODUCT-000001,2026-08-16,22,7,44
OBS-24-1-7,1,HCP-000024,PRODUCT-000001,2026-08-23,2,0,4
OBS-24-1-8,1,HCP-000024,PRODUCT-000001,2026-08-30,19,6,38
OBS-24-1-9,1,HCP-000024,PRODUCT-000001,2026-09-06,17,5,34
OBS-24-2-0,1,HCP-000024,PRODUCT-000002,2026-07-05,34,11,68
OBS-24-2-1,1,HCP-000024,PRODUCT-000002,2026-07-12,25,8,50
OBS-24-2-2,1,HCP-000024,PRODUCT-000002,2026-07-19,8,2,16
OBS-24-2-3,1,HCP-000024,PRODUCT-000002,2026-07-26,9,3,18
OBS-24-2-4,1,HCP-000024,PRODUCT-000002,2026-08-02,4,1,8
OBS-24-2-5,1,HCP-000024,PRODUCT-000002,2026-08-09,18,6,36
OBS-24-2-6,1,HCP-000024,PRODUCT-000002,2026-08-16,4,1,8
OBS-24-2-7,1,HCP-000024,PRODUCT-000002,2026-08-23,18,6,36
OBS-24-2-8,1,HCP-000024,PRODUCT-000002,2026-08-30,39,13,78
OBS-24-2-9,1,HCP-000024,PRODUCT-000002,2026-09-06,29,9,58
OBS-24-3-0,1,HCP-000024,PRODUCT-000003,2026-07-05,34,11,68
OBS-24-3-1,1,HCP-000024,PRODUCT-000003,2026-07-12,1,0,2
OBS-24-3-2,1,HCP-000024,PRODUCT-000003,2026-07-19,28,9,56
OBS-24-3-3,1,HCP-000024,PRODUCT-000003,2026-07-26,14,4,28
OBS-24-3-4,1,HCP-000024,PRODUCT-000003,2026-08-02,11,3,22
OBS-24-3-5,1,HCP-000024,PRODUCT-000003,2026-08-09,34,11,68
OBS-24-3-6,1,HCP-000024,PRODUCT-000003,2026-08-16,4,1,8
OBS-24-3-7,1,HCP-000024,PRODUCT-000003,2026-08-23,19,6,38
OBS-24-3-8,1,HCP-000024,PRODUCT-000003,2026-08-30,31,10,62
OBS-24-3-9,1,HCP-000024,PRODUCT-000003,2026-09-06,37,12,74
OBS-24-4-0,1,HCP-000024,PRODUCT-000004,2026-07-05,4,1,8
OBS-24-4-1,1,HCP-000024,PRODUCT-000004,2026-07-12,3,1,6
OBS-24-4-2,1,HCP-000024,PRODUCT-000004,2026-07-19,16,5,32
OBS-24-4-3,1,HCP-000024,PRODUCT-000004,2026-07-26,17,5,34
OBS-24-4-4,1,HCP-000024,PRODUCT-000004,2026-08-02,13,4,26
OBS-24-4-5,1,HCP-000024,PRODUCT-000004,2026-08-09,15,5,30
OBS-24-4-6,1,HCP-000024,PRODUCT-000004,2026-08-16,11,3,22
OBS-24-4-7,1,HCP-000024,PRODUCT-000004,2026-08-23,26,8,52
OBS-24-4-8,1,HCP-000024,PRODUCT-000004,2026-08-30,23,7,46
OBS-24-4-9,1,HCP-000024,PRODUCT-000004,2026-09-06,16,5,32
OBS-25-1-0,1,HCP-000025,PRODUCT-000001,2026-07-05,8,2,16
OBS-25-1-1,1,HCP-000025,PRODUCT-000001,2026-07-12,12,4,24
OBS-25-1-2,1,HCP-000025,PRODUCT-000001,2026-07-19,39,13,78
OBS-25-1-3,1,HCP-000025,PRODUCT-000001,2026-07-26,35,11,70
OBS-25-1-4,1,HCP-000025,PRODUCT-000001,2026-08-02,36,12,72
OBS-25-1-5,1,HCP-000025,PRODUCT-000001,2026-08-09,12,4,24
OBS-25-1-6,1,HCP-000025,PRODUCT-000001,2026-08-16,32,10,64
OBS-25-1-7,1,HCP-000025,PRODUCT-000001,2026-08-23,28,9,56
OBS-25-1-8,1,HCP-000025,PRODUCT-000001,2026-08-30,13,4,26
OBS-25-1-9,1,HCP-000025,PRODUCT-000001,2026-09-06,33,11,66
OBS-25-2-0,1,HCP-000025,PRODUCT-000002,2026-07-05,28,9,56
OBS-25-2-1,1,HCP-000025,PRODUCT-000002,2026-07-12,37,12,74
OBS-25-2-2,1,HCP-000025,PRODUCT-000002,2026-07-19,27,9,54
OBS-25-2-3,1,HCP-000025,PRODUCT-000002,2026-07-26,30,10,60
OBS-25-2-4,1,HCP-000025,PRODUCT-000002,2026-08-02,6,2,12
OBS-25-2-5,1,HCP-000025,PRODUCT-000002,2026-08-09,11,3,22
OBS-25-2-6,1,HCP-000025,PRODUCT-000002,2026-08-16,30,10,60
OBS-25-2-7,1,HCP-000025,PRODUCT-000002,2026-08-23,4,1,8
OBS-25-2-8,1,HCP-000025,PRODUCT-000002,2026-08-30,8,2,16
OBS-25-2-9,1,HCP-000025,PRODUCT-000002,2026-09-06,7,2,14
OBS-25-3-0,1,HCP-000025,PRODUCT-000003,2026-07-05,27,9,54
OBS-25-3-1,1,HCP-000025,PRODUCT-000003,2026-07-12,16,5,32
OBS-25-3-2,1,HCP-000025,PRODUCT-000003,2026-07-19,15,5,30
OBS-25-3-3,1,HCP-000025,PRODUCT-000003,2026-07-26,2,0,4
OBS-25-3-4,1,HCP-000025,PRODUCT-000003,2026-08-02,4,1,8
OBS-25-3-5,1,HCP-000025,PRODUCT-000003,2026-08-09,39,13,78
OBS-25-3-6,1,HCP-000025,PRODUCT-000003,2026-08-16,21,7,42
OBS-25-3-7,1,HCP-000025,PRODUCT-000003,2026-08-23,2,0,4
OBS-25-3-8,1,HCP-000025,PRODUCT-000003,2026-08-30,27,9,54
OBS-25-3-9,1,HCP-000025,PRODUCT-000003,2026-09-06,22,7,44
OBS-25-4-0,1,HCP-000025,PRODUCT-000004,2026-07-05,20,6,40
OBS-25-4-1,1,HCP-000025,PRODUCT-000004,2026-07-12,22,7,44
OBS-25-4-2,1,HCP-000025,PRODUCT-000004,2026-07-19,34,11,68
OBS-25-4-3,1,HCP-000025,PRODUCT-000004,2026-07-26,23,7,46
OBS-25-4-4,1,HCP-000025,PRODUCT-000004,2026-08-02,36,12,72
OBS-25-4-5,1,HCP-000025,PRODUCT-000004,2026-08-09,13,4,26
OBS-25-4-6,1,HCP-000025,PRODUCT-000004,2026-08-16,6,2,12
OBS-25-4-7,1,HCP-000025,PRODUCT-000004,2026-08-23,36,12,72
OBS-25-4-8,1,HCP-000025,PRODUCT-000004,2026-08-30,32,10,64
OBS-25-4-9,1,HCP-000025,PRODUCT-000004,2026-09-06,39,13,78
OBS-26-1-0,1,HCP-000026,PRODUCT-000001,2026-07-05,19,6,38
OBS-26-1-1,1,HCP-000026,PRODUCT-000001,2026-07-12,22,7,44
OBS-26-1-2,1,HCP-000026,PRODUCT-000001,2026-07-19,6,2,12
OBS-26-1-3,1,HCP-000026,PRODUCT-000001,2026-07-26,21,7,42
OBS-26-1-4,1,HCP-000026,PRODUCT-000001,2026-08-02,39,13,78
OBS-26-1-5,1,HCP-000026,PRODUCT-000001,2026-08-09,12,4,24
OBS-26-1-6,1,HCP-000026,PRODUCT-000001,2026-08-16,2,0,4
OBS-26-1-7,1,HCP-000026,PRODUCT-000001,2026-08-23,15,5,30
OBS-26-1-8,1,HCP-000026,PRODUCT-000001,2026-08-30,25,8,50
OBS-26-1-9,1,HCP-000026,PRODUCT-000001,2026-09-06,31,10,62
OBS-26-2-0,1,HCP-000026,PRODUCT-000002,2026-07-05,13,4,26
OBS-26-2-1,1,HCP-000026,PRODUCT-000002,2026-07-12,34,11,68
OBS-26-2-2,1,HCP-000026,PRODUCT-000002,2026-07-19,3,1,6
OBS-26-2-3,1,HCP-000026,PRODUCT-000002,2026-07-26,28,9,56
OBS-26-2-4,1,HCP-000026,PRODUCT-000002,2026-08-02,26,8,52
OBS-26-2-5,1,HCP-000026,PRODUCT-000002,2026-08-09,13,4,26
OBS-26-2-6,1,HCP-000026,PRODUCT-000002,2026-08-16,8,2,16
OBS-26-2-7,1,HCP-000026,PRODUCT-000002,2026-08-23,28,9,56
OBS-26-2-8,1,HCP-000026,PRODUCT-000002,2026-08-30,29,9,58
OBS-26-2-9,1,HCP-000026,PRODUCT-000002,2026-09-06,27,9,54
OBS-26-3-0,1,HCP-000026,PRODUCT-000003,2026-07-05,38,12,76
OBS-26-3-1,1,HCP-000026,PRODUCT-000003,2026-07-12,9,3,18
OBS-26-3-2,1,HCP-000026,PRODUCT-000003,2026-07-19,11,3,22
OBS-26-3-3,1,HCP-000026,PRODUCT-000003,2026-07-26,20,6,40
OBS-26-3-4,1,HCP-000026,PRODUCT-000003,2026-08-02,21,7,42
OBS-26-3-5,1,HCP-000026,PRODUCT-000003,2026-08-09,3,1,6
OBS-26-3-6,1,HCP-000026,PRODUCT-000003,2026-08-16,17,5,34
OBS-26-3-7,1,HCP-000026,PRODUCT-000003,2026-08-23,3,1,6
OBS-26-3-8,1,HCP-000026,PRODUCT-000003,2026-08-30,31,10,62
OBS-26-3-9,1,HCP-000026,PRODUCT-000003,2026-09-06,30,10,60
OBS-26-4-0,1,HCP-000026,PRODUCT-000004,2026-07-05,32,10,64
OBS-26-4-1,1,HCP-000026,PRODUCT-000004,2026-07-12,8,2,16
OBS-26-4-2,1,HCP-000026,PRODUCT-000004,2026-07-19,32,10,64
OBS-26-4-3,1,HCP-000026,PRODUCT-000004,2026-07-26,8,2,16
OBS-26-4-4,1,HCP-000026,PRODUCT-000004,2026-08-02,24,8,48
OBS-26-4-5,1,HCP-000026,PRODUCT-000004,2026-08-09,4,1,8
OBS-26-4-6,1,HCP-000026,PRODUCT-000004,2026-08-16,31,10,62
OBS-26-4-7,1,HCP-000026,PRODUCT-000004,2026-08-23,33,11,66
OBS-26-4-8,1,HCP-000026,PRODUCT-000004,2026-08-30,31,10,62
OBS-26-4-9,1,HCP-000026,PRODUCT-000004,2026-09-06,13,4,26
OBS-27-1-0,1,HCP-000027,PRODUCT-000001,2026-07-05,19,6,38
OBS-27-1-1,1,HCP-000027,PRODUCT-000001,2026-07-12,19,6,38
OBS-27-1-2,1,HCP-000027,PRODUCT-000001,2026-07-19,33,11,66
OBS-27-1-3,1,HCP-000027,PRODUCT-000001,2026-07-26,18,6,36
OBS-27-1-4,1,HCP-000027,PRODUCT-000001,2026-08-02,2,0,4
OBS-27-1-5,1,HCP-000027,PRODUCT-000001,2026-08-09,11,3,22
OBS-27-1-6,1,HCP-000027,PRODUCT-000001,2026-08-16,8,2,16
OBS-27-1-7,1,HCP-000027,PRODUCT-000001,2026-08-23,8,2,16
OBS-27-1-8,1,HCP-000027,PRODUCT-000001,2026-08-30,37,12,74
OBS-27-1-9,1,HCP-000027,PRODUCT-000001,2026-09-06,12,4,24
OBS-27-2-0,1,HCP-000027,PRODUCT-000002,2026-07-05,33,11,66
OBS-27-2-1,1,HCP-000027,PRODUCT-000002,2026-07-12,36,12,72
OBS-27-2-2,1,HCP-000027,PRODUCT-000002,2026-07-19,38,12,76
OBS-27-2-3,1,HCP-000027,PRODUCT-000002,2026-07-26,6,2,12
OBS-27-2-4,1,HCP-000027,PRODUCT-000002,2026-08-02,25,8,50
OBS-27-2-5,1,HCP-000027,PRODUCT-000002,2026-08-09,15,5,30
OBS-27-2-6,1,HCP-000027,PRODUCT-000002,2026-08-16,5,1,10
OBS-27-2-7,1,HCP-000027,PRODUCT-000002,2026-08-23,26,8,52
OBS-27-2-8,1,HCP-000027,PRODUCT-000002,2026-08-30,13,4,26
OBS-27-2-9,1,HCP-000027,PRODUCT-000002,2026-09-06,36,12,72
OBS-27-3-0,1,HCP-000027,PRODUCT-000003,2026-07-05,25,8,50
OBS-27-3-1,1,HCP-000027,PRODUCT-000003,2026-07-12,23,7,46
OBS-27-3-2,1,HCP-000027,PRODUCT-000003,2026-07-19,12,4,24
OBS-27-3-3,1,HCP-000027,PRODUCT-000003,2026-07-26,7,2,14
OBS-27-3-4,1,HCP-000027,PRODUCT-000003,2026-08-02,25,8,50
OBS-27-3-5,1,HCP-000027,PRODUCT-000003,2026-08-09,18,6,36
OBS-27-3-6,1,HCP-000027,PRODUCT-000003,2026-08-16,11,3,22
OBS-27-3-7,1,HCP-000027,PRODUCT-000003,2026-08-23,2,0,4
OBS-27-3-8,1,HCP-000027,PRODUCT-000003,2026-08-30,12,4,24
OBS-27-3-9,1,HCP-000027,PRODUCT-000003,2026-09-06,6,2,12
OBS-27-4-0,1,HCP-000027,PRODUCT-000004,2026-07-05,16,5,32
OBS-27-4-1,1,HCP-000027,PRODUCT-000004,2026-07-12,35,11,70
OBS-27-4-2,1,HCP-000027,PRODUCT-000004,2026-07-19,13,4,26
OBS-27-4-3,1,HCP-000027,PRODUCT-000004,2026-07-26,11,3,22
OBS-27-4-4,1,HCP-000027,PRODUCT-000004,2026-08-02,20,6,40
OBS-27-4-5,1,HCP-000027,PRODUCT-000004,2026-08-09,2,0,4
OBS-27-4-6,1,HCP-000027,PRODUCT-000004,2026-08-16,32,10,64
OBS-27-4-7,1,HCP-000027,PRODUCT-000004,2026-08-23,14,4,28
OBS-27-4-8,1,HCP-000027,PRODUCT-000004,2026-08-30,16,5,32
OBS-27-4-9,1,HCP-000027,PRODUCT-000004,2026-09-06,8,2,16
OBS-28-1-0,1,HCP-000028,PRODUCT-000001,2026-07-05,19,6,38
OBS-28-1-1,1,HCP-000028,PRODUCT-000001,2026-07-12,21,7,42
OBS-28-1-2,1,HCP-000028,PRODUCT-000001,2026-07-19,25,8,50
OBS-28-1-3,1,HCP-000028,PRODUCT-000001,2026-07-26,36,12,72
OBS-28-1-4,1,HCP-000028,PRODUCT-000001,2026-08-02,3,1,6
OBS-28-1-5,1,HCP-000028,PRODUCT-000001,2026-08-09,6,2,12
OBS-28-1-6,1,HCP-000028,PRODUCT-000001,2026-08-16,16,5,32
OBS-28-1-7,1,HCP-000028,PRODUCT-000001,2026-08-23,1,0,2
OBS-28-1-8,1,HCP-000028,PRODUCT-000001,2026-08-30,2,0,4
OBS-28-1-9,1,HCP-000028,PRODUCT-000001,2026-09-06,37,12,74
OBS-28-2-0,1,HCP-000028,PRODUCT-000002,2026-07-05,21,7,42
OBS-28-2-1,1,HCP-000028,PRODUCT-000002,2026-07-12,12,4,24
OBS-28-2-2,1,HCP-000028,PRODUCT-000002,2026-07-19,20,6,40
OBS-28-2-3,1,HCP-000028,PRODUCT-000002,2026-07-26,16,5,32
OBS-28-2-4,1,HCP-000028,PRODUCT-000002,2026-08-02,3,1,6
OBS-28-2-5,1,HCP-000028,PRODUCT-000002,2026-08-09,30,10,60
OBS-28-2-6,1,HCP-000028,PRODUCT-000002,2026-08-16,17,5,34
OBS-28-2-7,1,HCP-000028,PRODUCT-000002,2026-08-23,36,12,72
OBS-28-2-8,1,HCP-000028,PRODUCT-000002,2026-08-30,11,3,22
OBS-28-2-9,1,HCP-000028,PRODUCT-000002,2026-09-06,13,4,26
OBS-28-3-0,1,HCP-000028,PRODUCT-000003,2026-07-05,32,10,64
OBS-28-3-1,1,HCP-000028,PRODUCT-000003,2026-07-12,15,5,30
OBS-28-3-2,1,HCP-000028,PRODUCT-000003,2026-07-19,27,9,54
OBS-28-3-3,1,HCP-000028,PRODUCT-000003,2026-07-26,37,12,74
OBS-28-3-4,1,HCP-000028,PRODUCT-000003,2026-08-02,5,1,10
OBS-28-3-5,1,HCP-000028,PRODUCT-000003,2026-08-09,14,4,28
OBS-28-3-6,1,HCP-000028,PRODUCT-000003,2026-08-16,38,12,76
OBS-28-3-7,1,HCP-000028,PRODUCT-000003,2026-08-23,2,0,4
OBS-28-3-8,1,HCP-000028,PRODUCT-000003,2026-08-30,30,10,60
OBS-28-3-9,1,HCP-000028,PRODUCT-000003,2026-09-06,6,2,12
OBS-28-4-0,1,HCP-000028,PRODUCT-000004,2026-07-05,13,4,26
OBS-28-4-1,1,HCP-000028,PRODUCT-000004,2026-07-12,2,0,4
OBS-28-4-2,1,HCP-000028,PRODUCT-000004,2026-07-19,33,11,66
OBS-28-4-3,1,HCP-000028,PRODUCT-000004,2026-07-26,5,1,10
OBS-28-4-4,1,HCP-000028,PRODUCT-000004,2026-08-02,18,6,36
OBS-28-4-5,1,HCP-000028,PRODUCT-000004,2026-08-09,25,8,50
OBS-28-4-6,1,HCP-000028,PRODUCT-000004,2026-08-16,26,8,52
OBS-28-4-7,1,HCP-000028,PRODUCT-000004,2026-08-23,21,7,42
OBS-28-4-8,1,HCP-000028,PRODUCT-000004,2026-08-30,13,4,26
OBS-28-4-9,1,HCP-000028,PRODUCT-000004,2026-09-06,17,5,34
OBS-29-1-0,1,HCP-000029,PRODUCT-000001,2026-07-05,25,8,50
OBS-29-1-1,1,HCP-000029,PRODUCT-000001,2026-07-12,39,13,78
OBS-29-1-2,1,HCP-000029,PRODUCT-000001,2026-07-19,26,8,52
OBS-29-1-3,1,HCP-000029,PRODUCT-000001,2026-07-26,14,4,28
OBS-29-1-4,1,HCP-000029,PRODUCT-000001,2026-08-02,5,1,10
OBS-29-1-5,1,HCP-000029,PRODUCT-000001,2026-08-09,26,8,52
OBS-29-1-6,1,HCP-000029,PRODUCT-000001,2026-08-16,35,11,70
OBS-29-1-7,1,HCP-000029,PRODUCT-000001,2026-08-23,38,12,76
OBS-29-1-8,1,HCP-000029,PRODUCT-000001,2026-08-30,14,4,28
OBS-29-1-9,1,HCP-000029,PRODUCT-000001,2026-09-06,3,1,6
OBS-29-2-0,1,HCP-000029,PRODUCT-000002,2026-07-05,17,5,34
OBS-29-2-1,1,HCP-000029,PRODUCT-000002,2026-07-12,18,6,36
OBS-29-2-2,1,HCP-000029,PRODUCT-000002,2026-07-19,2,0,4
OBS-29-2-3,1,HCP-000029,PRODUCT-000002,2026-07-26,26,8,52
OBS-29-2-4,1,HCP-000029,PRODUCT-000002,2026-08-02,36,12,72
OBS-29-2-5,1,HCP-000029,PRODUCT-000002,2026-08-09,26,8,52
OBS-29-2-6,1,HCP-000029,PRODUCT-000002,2026-08-16,8,2,16
