activity_key,customer_key,primary_product_code,occurred_at,channel,approval,duration_minutes,source_version,modified_at,operation
VE_884cdf2a477075,VE_f8dd3a8fa63c4a,IQ_3724bf97128d1c,2026-08-20T12:00:00Z,EMAIL,APPROVED,11,1,2026-08-20T12:00:00Z,UPSERT
VE_5e9988972ada3e,VE_88a90aa2c137c1,IQ_cba8d4f6c70cb8,2026-07-31T12:00:00Z,EMAIL,APPROVED,12,1,2026-07-31T12:00:00Z,UPSERT
VE_b08c3cc8c3d9da,VE_ace6ee6cd02945,IQ_d19e228b25b7ab,2026-07-14T12:00:00Z,EMAIL,APPROVED,13,1,2026-07-14T12:00:00Z,UPSERT
VE_084663eac12199,VE_995191e9382527,IQ_48c377d7d5a68d,2026-07-13T12:00:00Z,EMAIL,APPROVED,14,1,2026-07-13T12:00:00Z,UPSERT
VE_b0a40f77b13951,VE_bf5f61bbfff26e,IQ_3724bf97128d1c,2026-09-10T12:00:00Z,EMAIL,APPROVED,15,1,2026-09-10T12:00:00Z,UPSERT
VE_5e35d81c302e63,VE_63a9e38e2490cc,IQ_cba8d4f6c70cb8,2026-08-14T12:00:00Z,EMAIL,APPROVED,16,1,2026-08-14T12:00:00Z,UPSERT
VE_f6ada8cb1c1d94,VE_a97c1b3c676ba5,IQ_d19e228b25b7ab,2026-07-06T12:00:00Z,EMAIL,APPROVED,17,1,2026-07-06T12:00:00Z,UPSERT
VE_1fe73d6270afda,VE_0c0deaa2cf5a50,IQ_48c377d7d5a68d,2026-07-06T12:00:00Z,EMAIL,APPROVED,18,1,2026-07-06T12:00:00Z,UPSERT
VE_4560d24c498509,VE_9833298f6e2802,IQ_3724bf97128d1c,2026-07-21T12:00:00Z,EMAIL,APPROVED,19,1,2026-07-21T12:00:00Z,UPSERT
VE_3c6709d5070880,VE_f48ec414c4edfd,IQ_cba8d4f6c70cb8,2026-07-25T12:00:00Z,EMAIL,APPROVED,20,1,2026-07-25T12:00:00Z,UPSERT
VE_6265f0fcf34896,VE_d0a5ec14269126,IQ_d19e228b25b7ab,2026-07-05T12:00:00Z,EMAIL,APPROVED,21,1,2026-07-05T12:00:00Z,UPSERT
VE_b2e6533058bd48,VE_454d13b422b05e,IQ_48c377d7d5a68d,2026-07-30T12:00:00Z,EMAIL,APPROVED,22,1,2026-07-30T12:00:00Z,UPSERT
VE_443901345ce037,VE_ac433e607f743e,IQ_3724bf97128d1c,2026-07-12T12:00:00Z,EMAIL,APPROVED,23,1,2026-07-12T12:00:00Z,UPSERT
VE_458139e98580da,VE_b8c8c6c7533b5c,IQ_cba8d4f6c70cb8,2026-07-14T12:00:00Z,EMAIL,APPROVED,24,1,2026-07-14T12:00:00Z,UPSERT
VE_914a00c8cd2c75,VE_a407c0672991df,IQ_d19e228b25b7ab,2026-07-10T12:00:00Z,EMAIL,APPROVED,25,1,2026-07-10T12:00:00Z,UPSERT
VE_85d8ec29b00f06,VE_689027e3375bd4,IQ_48c377d7d5a68d,2026-09-13T12:00:00Z,EMAIL,APPROVED,26,1,2026-09-13T12:00:00Z,UPSERT
VE_86ce41e6935881,VE_0ae5723ceb0b1e,IQ_3724bf97128d1c,2026-09-06T12:00:00Z,EMAIL,DRAFT,27,1,2026-09-06T12:00:00Z,UPSERT
VE_ae811bb9094cb6,VE_76e29082fd71b0,IQ_cba8d4f6c70cb8,2026-07-09T12:00:00Z,EMAIL,APPROVED,28,1,2026-07-09T12:00:00Z,UPSERT
VE_9522170d8e03aa,VE_8a799019f67762,IQ_d19e228b25b7ab,2026-07-02T12:00:00Z,EMAIL,APPROVED,29,1,2026-07-02T12:00:00Z,UPSERT
VE_407dee4c664ba9,VE_02c937d122e8f8,IQ_48c377d7d5a68d,2026-08-22T12:00:00Z,EMAIL,APPROVED,30,1,2026-08-22T12:00:00Z,UPSERT
VE_5be22fe9783b74,VE_b5e0f3b2aca8cb,IQ_3724bf97128d1c,2026-09-01T12:00:00Z,EMAIL,APPROVED,10,1,2026-09-01T12:00:00Z,UPSERT
VE_01149db2c601b9,VE_10769940889d1a,IQ_cba8d4f6c70cb8,2026-08-20T12:00:00Z,EMAIL,APPROVED,11,1,2026-08-20T12:00:00Z,UPSERT
VE_8c505caf343cc0,VE_c0397d6d23a901,IQ_d19e228b25b7ab,2026-07-24T12:00:00Z,EMAIL,APPROVED,12,1,2026-07-24T12:00:00Z,UPSERT
VE_8997061c13f1e2,VE_77bf632d7cdccc,IQ_48c377d7d5a68d,2026-07-11T12:00:00Z,EMAIL,APPROVED,13,1,2026-07-11T12:00:00Z,UPSERT
VE_d323fb722e80d2,VE_8a2df1df2a5c0c,IQ_3724bf97128d1c,2026-08-11T12:00:00Z,EMAIL,APPROVED,14,1,2026-08-11T12:00:00Z,UPSERT
VE_726648010f9238,VE_9eeb973972c3b9,IQ_cba8d4f6c70cb8,2026-08-09T12:00:00Z,EMAIL,APPROVED,15,1,2026-08-09T12:00:00Z,UPSERT
VE_e53f7561610039,VE_34476d8d7d9b69,IQ_d19e228b25b7ab,2026-07-23T12:00:00Z,EMAIL,APPROVED,16,1,2026-07-23T12:00:00Z,UPSERT
VE_ee82b786c6625b,VE_e6f5e85ab6eeae,IQ_48c377d7d5a68d,2026-08-31T12:00:00Z,EMAIL,APPROVED,17,1,2026-08-31T12:00:00Z,UPSERT
VE_084c5e5b70b307,VE_bff53fde028942,IQ_3724bf97128d1c,2026-09-01T12:00:00Z,EMAIL,APPROVED,18,1,2026-09-01T12:00:00Z,UPSERT
VE_a1aea01cb3b798,VE_2c8ef0f12d85e2,IQ_cba8d4f6c70cb8,2026-09-01T12:00:00Z,EMAIL,APPROVED,19,1,2026-09-01T12:00:00Z,UPSERT
VE_98969f70f4bd8d,VE_67e934743326d9,IQ_d19e228b25b7ab,2026-09-12T12:00:00Z,EMAIL,APPROVED,20,1,2026-09-12T12:00:00Z,UPSERT
VE_4cf04a4b04ed43,VE_2b86f2111bc689,IQ_48c377d7d5a68d,2026-07-17T12:00:00Z,EMAIL,APPROVED,21,1,2026-07-17T12:00:00Z,UPSERT
VE_1ad38865439a3c,VE_6e0cbb4d70fc87,IQ_3724bf97128d1c,2026-09-07T12:00:00Z,EMAIL,APPROVED,22,1,2026-09-07T12:00:00Z,UPSERT
VE_9242195d13d913,VE_970d01ee919b4a,IQ_cba8d4f6c70cb8,2026-09-05T12:00:00Z,EMAIL,APPROVED,23,1,2026-09-05T12:00:00Z,UPSERT
VE_4a29ed37e97dd5,VE_4592643dbd8d8e,IQ_d19e228b25b7ab,2026-08-03T12:00:00Z,EMAIL,APPROVED,24,1,2026-08-03T12:00:00Z,UPSERT
VE_cb40bb02a55fa1,VE_ffe22c53cf3088,IQ_48c377d7d5a68d,2026-07-06T12:00:00Z,EMAIL,APPROVED,25,1,2026-07-06T12:00:00Z,UPSERT
VE_f1cdb1d48c28f8,VE_e3d3c193ba4590,IQ_3724bf97128d1c,2026-07-03T12:00:00Z,EMAIL,APPROVED,26,1,2026-07-03T12:00:00Z,UPSERT
VE_bbc9375947187c,VE_0924c044ee48f9,IQ_cba8d4f6c70cb8,2026-08-21T12:00:00Z,EMAIL,APPROVED,27,1,2026-08-21T12:00:00Z,UPSERT
VE_f5c08279bab495,VE_7a7487b8529dca,IQ_d19e228b25b7ab,2026-07-05T12:00:00Z,EMAIL,APPROVED,28,1,2026-07-05T12:00:00Z,UPSERT
VE_567be1b4d59ac0,VE_d5e260cf81584a,IQ_48c377d7d5a68d,2026-07-16T12:00:00Z,EMAIL,APPROVED,29,1,2026-07-16T12:00:00Z,UPSERT
VE_200b904b5fd0eb,VE_c9918d84011f86,IQ_3724bf97128d1c,2026-08-03T12:00:00Z,EMAIL,APPROVED,30,1,2026-08-03T12:00:00Z,UPSERT
VE_9517ea484f7412,VE_851d9c34d1361a,IQ_cba8d4f6c70cb8,2026-07-01T12:00:00Z,EMAIL,APPROVED,10,1,2026-07-01T12:00:00Z,UPSERT
VE_a288347a677007,VE_a8eebaa1e5294e,IQ_d19e228b25b7ab,2026-08-16T12:00:00Z,EMAIL,APPROVED,11,1,2026-08-16T12:00:00Z,UPSERT
VE_148b10942a5e01,VE_67250719bd220e,IQ_48c377d7d5a68d,2026-08-07T12:00:00Z,EMAIL,APPROVED,12,1,2026-08-07T12:00:00Z,UPSERT
VE_e9f5085c8aebf4,VE_be35fc6f8a0e03,IQ_3724bf97128d1c,2026-08-11T12:00:00Z,EMAIL,APPROVED,13,1,2026-08-11T12:00:00Z,UPSERT
VE_adac6704ad4fd1,VE_eb656f72f03988,IQ_cba8d4f6c70cb8,2026-08-01T12:00:00Z,EMAIL,APPROVED,14,1,2026-08-01T12:00:00Z,UPSERT
VE_f24f7f33893541,VE_378b8b1da76d13,IQ_d19e228b25b7ab,2026-07-13T12:00:00Z,EMAIL,APPROVED,15,1,2026-07-13T12:00:00Z,UPSERT
VE_64b82ec8a6b859,VE_f000d3b024cc01,IQ_48c377d7d5a68d,2026-08-11T12:00:00Z,EMAIL,APPROVED,16,1,2026-08-11T12:00:00Z,UPSERT
VE_ffb28a6e678e9b,VE_ad0950197ad21e,IQ_3724bf97128d1c,2026-09-04T12:00:00Z,EMAIL,APPROVED,17,1,2026-09-04T12:00:00Z,UPSERT
VE_2f845c92825753,VE_c178b85a281f0d,IQ_cba8d4f6c70cb8,2026-08-04T12:00:00Z,EMAIL,APPROVED,18,1,2026-08-04T12:00:00Z,UPSERT
VE_38fd989f9381bd,VE_96cd96ded97c3d,IQ_d19e228b25b7ab,2026-08-08T12:00:00Z,EMAIL,APPROVED,19,1,2026-08-08T12:00:00Z,UPSERT
VE_ebcbaae9aea6f1,VE_2f01a982ed13a9,IQ_48c377d7d5a68d,2026-07-12T12:00:00Z,EMAIL,APPROVED,20,1,2026-07-12T12:00:00Z,UPSERT
VE_5938b31b4738cc,VE_80b775a4657990,IQ_3724bf97128d1c,2026-08-14T12:00:00Z,EMAIL,APPROVED,21,1,2026-08-14T12:00:00Z,UPSERT
VE_6cda6c5688dc7b,VE_c6b7040fb7a98c,IQ_cba8d4f6c70cb8,2026-08-24T12:00:00Z,EMAIL,APPROVED,22,1,2026-08-24T12:00:00Z,UPSERT
VE_0514b9b0767a62,VE_31a3a0f8a81439,IQ_d19e228b25b7ab,2026-07-11T12:00:00Z,EMAIL,APPROVED,23,1,2026-07-11T12:00:00Z,UPSERT
VE_3246a939bfbf46,VE_57484a45fffec8,IQ_48c377d7d5a68d,2026-07-11T12:00:00Z,EMAIL,APPROVED,24,1,2026-07-11T12:00:00Z,UPSERT
VE_ac5732cbf4b2fc,VE_240013df99b8c8,IQ_3724bf97128d1c,2026-08-15T12:00:00Z,EMAIL,APPROVED,25,1,2026-08-15T12:00:00Z,UPSERT
VE_1cb21387896cc3,VE_ae60d094f8549e,IQ_cba8d4f6c70cb8,2026-09-07T12:00:00Z,EMAIL,DRAFT,26,1,2026-09-07T12:00:00Z,UPSERT
VE_99ab05a695833c,VE_0b1430679680d7,IQ_d19e228b25b7ab,2026-09-06T12:00:00Z,EMAIL,APPROVED,27,1,2026-09-06T12:00:00Z,UPSERT
VE_6ba6e195994303,VE_7d0ce0b3e5ffbf,IQ_48c377d7d5a68d,2026-07-12T12:00:00Z,EMAIL,APPROVED,28,1,2026-07-12T12:00:00Z,UPSERT
VE_497b49aba1c76b,VE_2f4f56cf6441c8,IQ_3724bf97128d1c,2026-07-26T12:00:00Z,EMAIL,APPROVED,29,1,2026-07-26T12:00:00Z,UPSERT
VE_36928fd951ce55,VE_e672f7d34880c7,IQ_cba8d4f6c70cb8,2026-08-26T12:00:00Z,EMAIL,APPROVED,30,1,2026-08-26T12:00:00Z,UPSERT
VE_0a1f915d8d800e,VE_caa1826d9da127,IQ_d19e228b25b7ab,2026-07-24T12:00:00Z,EMAIL,APPROVED,10,1,2026-07-24T12:00:00Z,UPSERT
VE_9eee8eb7332d64,VE_17144e8483d330,IQ_48c377d7d5a68d,2026-07-31T12:00:00Z,EMAIL,APPROVED,11,1,2026-07-31T12:00:00Z,UPSERT
VE_e943fb4e8148a7,VE_a56c4575d84ccb,IQ_3724bf97128d1c,2026-07-13T12:00:00Z,EMAIL,APPROVED,12,1,2026-07-13T12:00:00Z,UPSERT
VE_803a0df0890967,VE_41d0d49d391d42,IQ_cba8d4f6c70cb8,2026-08-26T12:00:00Z,EMAIL,APPROVED,13,1,2026-08-26T12:00:00Z,UPSERT
VE_351f537fa7c088,VE_e208892fd1b42f,IQ_d19e228b25b7ab,2026-08-15T12:00:00Z,EMAIL,APPROVED,14,1,2026-08-15T12:00:00Z,UPSERT
VE_f41faceae98411,VE_7fc9722830644c,IQ_48c377d7d5a68d,2026-08-28T12:00:00Z,EMAIL,APPROVED,15,1,2026-08-28T12:00:00Z,UPSERT
VE_64d02826ddd6c2,VE_c44f7fbdeac984,IQ_3724bf97128d1c,2026-08-12T12:00:00Z,EMAIL,APPROVED,16,1,2026-08-12T12:00:00Z,UPSERT
VE_ef66370b28df07,VE_75d738699b6ef0,IQ_cba8d4f6c70cb8,2026-08-15T12:00:00Z,EMAIL,APPROVED,17,1,2026-08-15T12:00:00Z,UPSERT
VE_cb02f879a02d6d,VE_c00926e0b327f9,IQ_d19e228b25b7ab,2026-07-25T12:00:00Z,EMAIL,APPROVED,18,1,2026-07-25T12:00:00Z,UPSERT
VE_e4bd62a27fd085,VE_81ca31a1e88833,IQ_48c377d7d5a68d,2026-08-31T12:00:00Z,EMAIL,APPROVED,19,1,2026-08-31T12:00:00Z,UPSERT
VE_75dc80fea12aa6,VE_779a079e577f08,IQ_3724bf97128d1c,2026-07-16T12:00:00Z,EMAIL,APPROVED,20,1,2026-07-16T12:00:00Z,UPSERT
VE_c08d0b97668af4,VE_db3fe124ab6f17,IQ_cba8d4f6c70cb8,2026-08-14T12:00:00Z,EMAIL,APPROVED,21,1,2026-08-14T12:00:00Z,UPSERT
VE_f0aab6a03d5a49,VE_0387ad79b4e4b3,IQ_d19e228b25b7ab,2026-09-07T12:00:00Z,EMAIL,APPROVED,22,1,2026-09-07T12:00:00Z,UPSERT
VE_16fbb472213a02,VE_23a8f3faa039bf,IQ_48c377d7d5a68d,2026-07-04T12:00:00Z,EMAIL,APPROVED,23,1,2026-07-04T12:00:00Z,UPSERT
VE_b8aea05bd78631,VE_f81c850be875e1,IQ_3724bf97128d1c,2026-07-18T12:00:00Z,EMAIL,APPROVED,24,1,2026-07-18T12:00:00Z,UPSERT
VE_2010b409aed63a,VE_84640e91065f71,IQ_cba8d4f6c70cb8,2026-08-27T12:00:00Z,EMAIL,APPROVED,25,1,2026-08-27T12:00:00Z,UPSERT
VE_fac72ef6cd9ff2,VE_1279a81fcfdee5,IQ_d19e228b25b7ab,2026-09-01T12:00:00Z,EMAIL,APPROVED,26,1,2026-09-01T12:00:00Z,UPSERT
VE_3a8192acd9d24e,VE_675ee3e7ae6a11,IQ_48c377d7d5a68d,2026-08-15T12:00:00Z,EMAIL,APPROVED,27,1,2026-08-15T12:00:00Z,UPSERT
VE_053bae7fb4f754,VE_f305264f4a05dc,IQ_3724bf97128d1c,2026-08-29T12:00:00Z,EMAIL,APPROVED,28,1,2026-08-29T12:00:00Z,UPSERT
VE_1920f1556e1378,VE_9dee3b61be2d62,IQ_cba8d4f6c70cb8,2026-08-13T12:00:00Z,EMAIL,APPROVED,29,1,2026-08-13T12:00:00Z,UPSERT
VE_ed3fa4cb8585ef,VE_81f6b66699db76,IQ_d19e228b25b7ab,2026-09-05T12:00:00Z,EMAIL,APPROVED,30,1,2026-09-05T12:00:00Z,UPSERT
VE_2564555190e182,VE_2a19d43e52f37b,IQ_48c377d7d5a68d,2026-08-26T12:00:00Z,EMAIL,APPROVED,10,1,2026-08-26T12:00:00Z,UPSERT
VE_a5b1f776870e03,VE_97754d018e4907,IQ_3724bf97128d1c,2026-07-11T12:00:00Z,EMAIL,APPROVED,11,1,2026-07-11T12:00:00Z,UPSERT
VE_eefe22814e70d4,VE_b2afa7698fab12,IQ_cba8d4f6c70cb8,2026-08-30T12:00:00Z,EMAIL,APPROVED,12,1,2026-08-30T12:00:00Z,UPSERT
VE_7808004b4ce6ee,VE_fe2ebb14688de2,IQ_d19e228b25b7ab,2026-09-08T12:00:00Z,EMAIL,APPROVED,13,1,2026-09-08T12:00:00Z,UPSERT
VE_0452810732294c,VE_15bc1b45477893,IQ_48c377d7d5a68d,2026-08-03T12:00:00Z,EMAIL,APPROVED,14,1,2026-08-03T12:00:00Z,UPSERT
VE_ca4187d7fdc690,VE_ad38ba94dcb017,IQ_3724bf97128d1c,2026-08-28T12:00:00Z,EMAIL,APPROVED,15,1,2026-08-28T12:00:00Z,UPSERT
VE_21c2583eddfad5,VE_dedb7fcf67b345,IQ_cba8d4f6c70cb8,2026-07-05T12:00:00Z,EMAIL,APPROVED,16,1,2026-07-05T12:00:00Z,UPSERT
VE_69742649993d19,VE_4e50d8271682f7,IQ_d19e228b25b7ab,2026-07-25T12:00:00Z,EMAIL,APPROVED,17,1,2026-07-25T12:00:00Z,UPSERT
VE_6bc5da9edd0ee7,VE_74d00caa618852,IQ_48c377d7d5a68d,2026-09-07T12:00:00Z,EMAIL,APPROVED,18,1,2026-09-07T12:00:00Z,UPSERT
VE_613059ac6a434e,VE_2609792d97c823,IQ_3724bf97128d1c,2026-08-05T12:00:00Z,EMAIL,APPROVED,19,1,2026-08-05T12:00:00Z,UPSERT
VE_706c6478c41162,VE_4c37d97b8c53e7,IQ_cba8d4f6c70cb8,2026-07-15T12:00:00Z,EMAIL,APPROVED,20,1,2026-07-15T12:00:00Z,UPSERT
VE_5a604746e032ff,VE_d3c9771a994b42,IQ_d19e228b25b7ab,2026-07-29T12:00:00Z,EMAIL,APPROVED,21,1,2026-07-29T12:00:00Z,UPSERT
VE_655ab95394e34c,VE_e80eca73e25fe7,IQ_48c377d7d5a68d,2026-07-01T12:00:00Z,EMAIL,APPROVED,22,1,2026-07-01T12:00:00Z,UPSERT
VE_74845b1de9cce2,VE_e2b5497492f11c,IQ_3724bf97128d1c,2026-07-12T12:00:00Z,EMAIL,APPROVED,23,1,2026-07-12T12:00:00Z,UPSERT
VE_e85a99f7ca1d42,VE_eefc41fb5aab65,IQ_cba8d4f6c70cb8,2026-08-30T12:00:00Z,EMAIL,APPROVED,24,1,2026-08-30T12:00:00Z,UPSERT
VE_008bb699a56912,VE_3f5080f894551b,IQ_d19e228b25b7ab,2026-09-10T12:00:00Z,EMAIL,DRAFT,25,1,2026-09-10T12:00:00Z,UPSERT
VE_8a7a1ba1651a89,VE_d594f985023f04,IQ_48c377d7d5a68d,2026-07-26T12:00:00Z,EMAIL,APPROVED,26,1,2026-07-26T12:00:00Z,UPSERT
VE_f7feab29585720,VE_f8dd3a8fa63c4a,IQ_3724bf97128d1c,2026-08-26T12:00:00Z,EMAIL,APPROVED,27,1,2026-08-26T12:00:00Z,UPSERT
VE_8a991cb7d9a5ee,VE_88a90aa2c137c1,IQ_cba8d4f6c70cb8,2026-07-24T12:00:00Z,EMAIL,APPROVED,28,1,2026-07-24T12:00:00Z,UPSERT
VE_3e1862d8ac02b9,VE_ace6ee6cd02945,IQ_d19e228b25b7ab,2026-07-22T12:00:00Z,EMAIL,APPROVED,29,1,2026-07-22T12:00:00Z,UPSERT
VE_19e7185bb1f7ac,VE_995191e9382527,IQ_48c377d7d5a68d,2026-07-07T12:00:00Z,EMAIL,APPROVED,30,1,2026-07-07T12:00:00Z,UPSERT
VE_fc4775c880b67c,VE_bf5f61bbfff26e,IQ_3724bf97128d1c,2026-07-11T12:00:00Z,EMAIL,APPROVED,10,1,2026-07-11T12:00:00Z,UPSERT
VE_8dbad135c18730,VE_63a9e38e2490cc,IQ_cba8d4f6c70cb8,2026-08-26T12:00:00Z,EMAIL,APPROVED,11,1,2026-08-26T12:00:00Z,UPSERT
VE_eab121183e8f59,VE_a97c1b3c676ba5,IQ_d19e228b25b7ab,2026-08-08T12:00:00Z,EMAIL,APPROVED,12,1,2026-08-08T12:00:00Z,UPSERT
VE_a5ffc2127e3270,VE_0c0deaa2cf5a50,IQ_48c377d7d5a68d,2026-07-04T12:00:00Z,EMAIL,APPROVED,13,1,2026-07-04T12:00:00Z,UPSERT
VE_825717b57dd3b1,VE_9833298f6e2802,IQ_3724bf97128d1c,2026-08-18T12:00:00Z,EMAIL,APPROVED,14,1,2026-08-18T12:00:00Z,UPSERT
VE_f7c90075b266be,VE_f48ec414c4edfd,IQ_cba8d4f6c70cb8,2026-07-30T12:00:00Z,EMAIL,APPROVED,15,1,2026-07-30T12:00:00Z,UPSERT
VE_17e6e30b37983f,VE_d0a5ec14269126,IQ_d19e228b25b7ab,2026-07-24T12:00:00Z,EMAIL,APPROVED,16,1,2026-07-24T12:00:00Z,UPSERT
VE_ef570d8197c75d,VE_454d13b422b05e,IQ_48c377d7d5a68d,2026-07-18T12:00:00Z,EMAIL,APPROVED,17,1,2026-07-18T12:00:00Z,UPSERT
VE_717c334ba52f1f,VE_ac433e607f743e,IQ_3724bf97128d1c,2026-08-18T12:00:00Z,EMAIL,APPROVED,18,1,2026-08-18T12:00:00Z,UPSERT
VE_4a0909a3fbb55d,VE_b8c8c6c7533b5c,IQ_cba8d4f6c70cb8,2026-07-07T12:00:00Z,EMAIL,APPROVED,19,1,2026-07-07T12:00:00Z,UPSERT
VE_622c50daa358b0,VE_a407c0672991df,IQ_d19e228b25b7ab,2026-08-18T12:00:00Z,EMAIL,APPROVED,20,1,2026-08-18T12:00:00Z,UPSERT
VE_f254cd04c39b15,VE_689027e3375bd4,IQ_48c377d7d5a68d,2026-07-23T12:00:00Z,EMAIL,APPROVED,21,1,2026-07-23T12:00:00Z,UPSERT
VE_311583cc34a2f9,VE_0ae5723ceb0b1e,IQ_3724bf97128d1c,2026-07-17T12:00:00Z,EMAIL,APPROVED,22,1,2026-07-17T12:00:00Z,UPSERT
VE_44b2c0f6b66014,VE_76e29082fd71b0,IQ_cba8d4f6c70cb8,2026-07-10T12:00:00Z,EMAIL,APPROVED,23,1,2026-07-10T12:00:00Z,UPSERT
VE_f3237f6827e6cc,VE_8a799019f67762,IQ_d19e228b25b7ab,2026-07-27T12:00:00Z,EMAIL,APPROVED,24,1,2026-07-27T12:00:00Z,UPSERT
VE_1d625722dad4ca,VE_02c937d122e8f8,IQ_48c377d7d5a68d,2026-07-06T12:00:00Z,EMAIL,APPROVED,25,1,2026-07-06T12:00:00Z,UPSERT
VE_770623b434b502,VE_b5e0f3b2aca8cb,IQ_3724bf97128d1c,2026-07-11T12:00:00Z,EMAIL,APPROVED,26,1,2026-07-11T12:00:00Z,UPSERT
VE_1af7f80cf5a7f4,VE_10769940889d1a,IQ_cba8d4f6c70cb8,2026-07-22T12:00:00Z,EMAIL,APPROVED,27,1,2026-07-22T12:00:00Z,UPSERT
VE_a69bf98d2da88a,VE_c0397d6d23a901,IQ_d19e228b25b7ab,2026-08-22T12:00:00Z,EMAIL,APPROVED,28,1,2026-08-22T12:00:00Z,UPSERT
VE_9fc07f4c8315cb,VE_77bf632d7cdccc,IQ_48c377d7d5a68d,2026-07-29T12:00:00Z,EMAIL,APPROVED,29,1,2026-07-29T12:00:00Z,UPSERT
VE_231f4f8b19b8e3,VE_8a2df1df2a5c0c,IQ_3724bf97128d1c,2026-08-15T12:00:00Z,EMAIL,APPROVED,30,1,2026-08-15T12:00:00Z,UPSERT
VE_f53e79cac847ec,VE_9eeb973972c3b9,IQ_cba8d4f6c70cb8,2026-09-02T12:00:00Z,EMAIL,APPROVED,10,1,2026-09-02T12:00:00Z,UPSERT
VE_4cdd436d6bd51c,VE_34476d8d7d9b69,IQ_d19e228b25b7ab,2026-07-18T12:00:00Z,EMAIL,APPROVED,11,1,2026-07-18T12:00:00Z,UPSERT
VE_bba3f428e4da10,VE_e6f5e85ab6eeae,IQ_48c377d7d5a68d,2026-07-23T12:00:00Z,EMAIL,APPROVED,12,1,2026-07-23T12:00:00Z,UPSERT
VE_e735bc491dd302,VE_bff53fde028942,IQ_3724bf97128d1c,2026-07-30T12:00:00Z,EMAIL,APPROVED,13,1,2026-07-30T12:00:00Z,UPSERT
VE_c7794807a1f793,VE_2c8ef0f12d85e2,IQ_cba8d4f6c70cb8,2026-07-09T12:00:00Z,EMAIL,APPROVED,14,1,2026-07-09T12:00:00Z,UPSERT
VE_aaac45dbc3c6c6,VE_67e934743326d9,IQ_d19e228b25b7ab,2026-08-04T12:00:00Z,EMAIL,APPROVED,15,1,2026-08-04T12:00:00Z,UPSERT
VE_0af70f36726f27,VE_2b86f2111bc689,IQ_48c377d7d5a68d,2026-08-21T12:00:00Z,EMAIL,APPROVED,16,1,2026-08-21T12:00:00Z,UPSERT
VE_92d35912053b0b,VE_6e0cbb4d70fc87,IQ_3724bf97128d1c,2026-08-15T12:00:00Z,EMAIL,APPROVED,17,1,2026-08-15T12:00:00Z,UPSERT
VE_98f2ae9ecbaf81,VE_970d01ee919b4a,IQ_cba8d4f6c70cb8,2026-09-03T12:00:00Z,EMAIL,APPROVED,18,1,2026-09-03T12:00:00Z,UPSERT
VE_36f19c3e90c0f3,VE_4592643dbd8d8e,IQ_d19e228b25b7ab,2026-07-01T12:00:00Z,EMAIL,APPROVED,19,1,2026-07-01T12:00:00Z,UPSERT
VE_e0a0037ab796b3,VE_ffe22c53cf3088,IQ_48c377d7d5a68d,2026-07-27T12:00:00Z,EMAIL,APPROVED,20,1,2026-07-27T12:00:00Z,UPSERT
VE_aa53846fe55964,VE_e3d3c193ba4590,IQ_3724bf97128d1c,2026-09-11T12:00:00Z,EMAIL,APPROVED,21,1,2026-09-11T12:00:00Z,UPSERT
VE_13242dbf9fa855,VE_0924c044ee48f9,IQ_cba8d4f6c70cb8,2026-09-12T12:00:00Z,EMAIL,APPROVED,22,1,2026-09-12T12:00:00Z,UPSERT
VE_7f48ca028e3ece,VE_7a7487b8529dca,IQ_d19e228b25b7ab,2026-08-29T12:00:00Z,EMAIL,APPROVED,23,1,2026-08-29T12:00:00Z,UPSERT
VE_56d75e0d7112b2,VE_d5e260cf81584a,IQ_48c377d7d5a68d,2026-07-20T12:00:00Z,EMAIL,DRAFT,24,1,2026-07-20T12:00:00Z,UPSERT
VE_cca6c5fecccd5b,VE_c9918d84011f86,IQ_3724bf97128d1c,2026-08-03T12:00:00Z,EMAIL,APPROVED,25,1,2026-08-03T12:00:00Z,UPSERT
VE_b9a1f2a413480b,VE_851d9c34d1361a,IQ_cba8d4f6c70cb8,2026-08-26T12:00:00Z,EMAIL,APPROVED,26,1,2026-08-26T12:00:00Z,UPSERT
VE_f4bdf210d31946,VE_a8eebaa1e5294e,IQ_d19e228b25b7ab,2026-08-01T12:00:00Z,EMAIL,APPROVED,27,1,2026-08-01T12:00:00Z,UPSERT
VE_cae3670af6de78,VE_67250719bd220e,IQ_48c377d7d5a68d,2026-09-07T12:00:00Z,EMAIL,APPROVED,28,1,2026-09-07T12:00:00Z,UPSERT
VE_a1b61f0aef8918,VE_be35fc6f8a0e03,IQ_3724bf97128d1c,2026-08-25T12:00:00Z,EMAIL,APPROVED,29,1,2026-08-25T12:00:00Z,UPSERT
VE_e6f24dbbecc1c3,VE_eb656f72f03988,IQ_cba8d4f6c70cb8,2026-07-19T12:00:00Z,EMAIL,APPROVED,30,1,2026-07-19T12:00:00Z,UPSERT
VE_de17f928ae2c1d,VE_378b8b1da76d13,IQ_d19e228b25b7ab,2026-09-04T12:00:00Z,EMAIL,APPROVED,10,1,2026-09-04T12:00:00Z,UPSERT
VE_a46503cb15ae4d,VE_f000d3b024cc01,IQ_48c377d7d5a68d,2026-09-13T12:00:00Z,EMAIL,APPROVED,11,1,2026-09-13T12:00:00Z,UPSERT
