customer_key,product_code,activity_date,brand,therapy,interaction_count
IQ_a48ac6570531bf,IQ_3724bf97128d1c,2026-09-08,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_a693ef2a2ce111,IQ_d19e228b25b7ab,2026-07-18,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_a693ef2a2ce111,IQ_d19e228b25b7ab,2026-07-23,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_a693ef2a2ce111,IQ_d19e228b25b7ab,2026-09-11,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_aa92849fd7cd30,IQ_48c377d7d5a68d,2026-07-01,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_aa92849fd7cd30,IQ_48c377d7d5a68d,2026-08-24,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_aa92849fd7cd30,IQ_48c377d7d5a68d,2026-09-02,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_ad1c6f1f62ce12,IQ_d19e228b25b7ab,2026-07-15,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_ad1c6f1f62ce12,IQ_d19e228b25b7ab,2026-09-04,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_af36945ece0ade,IQ_48c377d7d5a68d,2026-08-09,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_af36945ece0ade,IQ_48c377d7d5a68d,2026-08-11,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_af36945ece0ade,IQ_48c377d7d5a68d,2026-09-13,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_b742d85b1af394,IQ_3724bf97128d1c,2026-07-09,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b742d85b1af394,IQ_3724bf97128d1c,2026-08-15,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b742d85b1af394,IQ_3724bf97128d1c,2026-09-07,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b77348ba966bc5,IQ_3724bf97128d1c,2026-07-16,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b77348ba966bc5,IQ_3724bf97128d1c,2026-07-30,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b77348ba966bc5,IQ_3724bf97128d1c,2026-07-31,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-05,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-07-24,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_b9f0f246c1b0e5,IQ_d19e228b25b7ab,2026-09-12,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_be1ad011586236,IQ_3724bf97128d1c,2026-07-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,2
IQ_be1ad011586236,IQ_3724bf97128d1c,2026-09-08,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_be89a3a9a5c2a1,IQ_cba8d4f6c70cb8,2026-07-03,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_be89a3a9a5c2a1,IQ_cba8d4f6c70cb8,2026-08-22,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_be89a3a9a5c2a1,IQ_cba8d4f6c70cb8,2026-08-26,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_c17af42164280c,IQ_48c377d7d5a68d,2026-07-03,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_c17af42164280c,IQ_48c377d7d5a68d,2026-07-12,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_c17af42164280c,IQ_48c377d7d5a68d,2026-07-31,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_c4d7ac77a3a565,IQ_3724bf97128d1c,2026-08-03,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c4d7ac77a3a565,IQ_3724bf97128d1c,2026-08-13,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c4d7ac77a3a565,IQ_3724bf97128d1c,2026-08-15,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c4d7ac77a3a565,IQ_cba8d4f6c70cb8,2026-08-15,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_c555f3d5651536,IQ_3724bf97128d1c,2026-07-14,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c555f3d5651536,IQ_3724bf97128d1c,2026-08-20,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c555f3d5651536,IQ_3724bf97128d1c,2026-08-26,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c5eb39b18ca20b,IQ_3724bf97128d1c,2026-08-05,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c5eb39b18ca20b,IQ_3724bf97128d1c,2026-08-08,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_c5eb39b18ca20b,IQ_3724bf97128d1c,2026-08-16,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_cce5e0ba716ecf,IQ_cba8d4f6c70cb8,2026-07-09,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_cce5e0ba716ecf,IQ_cba8d4f6c70cb8,2026-07-24,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_cce5e0ba716ecf,IQ_cba8d4f6c70cb8,2026-07-31,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d29d3ced32b323,IQ_cba8d4f6c70cb8,2026-07-07,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d29d3ced32b323,IQ_cba8d4f6c70cb8,2026-07-14,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d29d3ced32b323,IQ_cba8d4f6c70cb8,2026-07-24,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d8bc48cc73427b,IQ_48c377d7d5a68d,2026-07-11,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_d8bc48cc73427b,IQ_48c377d7d5a68d,2026-07-26,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_d8bc48cc73427b,IQ_48c377d7d5a68d,2026-07-29,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_d92c297a26b4ad,IQ_cba8d4f6c70cb8,2026-07-05,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d92c297a26b4ad,IQ_cba8d4f6c70cb8,2026-07-20,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_d92c297a26b4ad,IQ_cba8d4f6c70cb8,2026-08-08,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_da1889c369f3aa,IQ_3724bf97128d1c,2026-08-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_da1889c369f3aa,IQ_3724bf97128d1c,2026-08-13,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_da1889c369f3aa,IQ_3724bf97128d1c,2026-08-25,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-07-03,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-08-08,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_db5e4b31c72a78,IQ_3724bf97128d1c,2026-09-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_de9f5d6bf88bc7,IQ_cba8d4f6c70cb8,2026-07-09,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_de9f5d6bf88bc7,IQ_cba8d4f6c70cb8,2026-09-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_de9f5d6bf88bc7,IQ_cba8d4f6c70cb8,2026-09-07,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_e14d919e7ea858,IQ_d19e228b25b7ab,2026-07-22,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_e14d919e7ea858,IQ_d19e228b25b7ab,2026-07-31,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_e14d919e7ea858,IQ_d19e228b25b7ab,2026-09-01,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_ea35b752bd7dac,IQ_3724bf97128d1c,2026-07-30,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_ea35b752bd7dac,IQ_3724bf97128d1c,2026-09-01,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_ea35b752bd7dac,IQ_3724bf97128d1c,2026-09-07,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f0ae8bd8f9d2a8,IQ_3724bf97128d1c,2026-07-28,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f0ae8bd8f9d2a8,IQ_3724bf97128d1c,2026-08-03,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f0ae8bd8f9d2a8,IQ_3724bf97128d1c,2026-08-28,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f0ae8bd8f9d2a8,IQ_cba8d4f6c70cb8,2026-07-28,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-07-13,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-10,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_f54562e3c643b5,IQ_48c377d7d5a68d,2026-08-26,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_f559fad81801dc,IQ_3724bf97128d1c,2026-07-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f559fad81801dc,IQ_3724bf97128d1c,2026-07-24,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f559fad81801dc,IQ_3724bf97128d1c,2026-09-01,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f559fad81801dc,IQ_cba8d4f6c70cb8,2026-07-24,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_f83c0c647f07c0,IQ_d19e228b25b7ab,2026-07-02,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_f83c0c647f07c0,IQ_d19e228b25b7ab,2026-07-23,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_f83c0c647f07c0,IQ_d19e228b25b7ab,2026-07-29,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-21,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-07-24,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_f99c4fc261de3c,IQ_3724bf97128d1c,2026-08-18,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-07-25,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_fa30d3fbfe0eaa,IQ_cba8d4f6c70cb8,2026-08-26,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_fa30d3fbfe0eaa,IQ_d19e228b25b7ab,2026-08-26,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_fdbb3d15d0fb0f,IQ_cba8d4f6c70cb8,2026-08-18,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_fdbb3d15d0fb0f,IQ_cba8d4f6c70cb8,2026-08-24,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_fdbb3d15d0fb0f,IQ_d19e228b25b7ab,2026-07-13,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
